	k	i	s
90	10	6	3.5904099999999994
89	10	5	4.202497
88	10	4	4.99029
87	10	3	16.396978999999998
86	10	2	13.755408
85	10	1	5.34494
84	9	9	4.871178
83	9	8	9.999555
82	9	7	5.222062
81	9	6	4.757363
80	9	5	15.665222
79	9	4	5.4726669999999995
78	9	3	26.25001
77	9	2	10.284657
76	9	1	4.169187
75	8	7	0.12061600000000001
74	8	6	-7.4170169999999995
73	8	5	-5.490101999999999
72	8	4	-2.468961
71	8	3	-2.142045
70	8	2	-1.8668810000000002
69	8	1	-3.792989
68	7	9	-3.6692480000000005
67	7	8	-3.7009019999999997
66	7	7	-3.141007
65	7	6	-3.3106980000000004
64	7	5	-3.054453
63	7	4	-2.609769
62	7	3	-1.277176
61	7	2	0.280097
60	7	1	-4.636657
59	6	8	-2.4863470000000003
58	6	7	-1.500759
57	6	6	0.951658
56	6	5	1.267794
55	6	4	1.015625
54	6	3	1.3263479999999999
53	6	2	1.693428
52	6	1	2.522261
51	5	14	3.294896
50	5	13	3.8092050000000004
49	5	12	3.964065
48	5	11	4.387455999999999
47	5	10	4.3918
46	5	9	3.045008
45	5	8	3.2122
44	5	7	3.718552
43	5	6	3.61498
42	5	5	3.264832
41	5	4	3.0002459999999997
40	5	3	3.5215730000000005
39	5	2	3.4202809999999997
38	5	1	3.9238989999999996
37	4	9	0.24733000000000002
36	4	8	2.308017
35	4	7	0.530738
34	4	6	1.0404950000000002
33	4	5	12.451487
32	4	4	-23.207042
31	4	3	8.112275
30	4	2	-7.045103999999999
29	4	1	5.138927
28	3	10	-10.99653
27	3	9	7.618494
26	3	8	-3.7266529999999998
25	3	7	8.574772
24	3	6	1.914864
23	3	5	1.310068
22	3	4	-0.849556
21	3	3	1.7543229999999999
20	3	2	1.9797200000000001
19	3	1	2.0791009999999996
18	2	13	-2.1010470000000003
17	2	12	-2.153305
16	2	11	-4.399116
15	2	10	-4.245108999999999
14	2	9	-2.388912
13	2	8	-2.43686
12	2	7	-4.0824419999999995
11	2	6	-4.081601
10	2	5	-3.582247
9	2	4	-3.5287129999999998
8	2	3	-5.009118
7	2	2	-4.988980000000001
6	2	1	-8.872092
5	1	6	3.429161
4	1	5	4.598793
3	1	4	0.028267
2	1	3	-1.350991
1	1	2	14.857059
0	1	1	-2.2738959999999997
