k	j	i	s	
10	88	6	0.360351	
10	87	5	1.007048	
10	86	4	3.207536	
10	85	4	4.366015	
10	84	3	4.734167	
10	83	3	6.149396	
10	82	2	5.105447	
10	81	2	5.549427	
10	80	1	4.814152	
9	80	9	3.274357	
9	79	9	5.136728	
9	78	8	3.370607	
9	77	8	3.844508	
9	76	7	4.695047	
9	75	7	4.755408	
9	74	6	2.838194	
9	73	6	6.519850	
9	72	5	5.006782	
9	71	5	6.860744	
9	70	4	4.722908	
9	69	4	3.717542	
9	68	3	2.203715	
9	67	3	4.221777	
9	66	2	10.737193	
9	65	2	-0.136236	
9	64	1	11.842676	
8	64	7	2.940876	
8	63	6	3.300722	
8	62	5	10.600125	
8	61	4	7.262408	
8	60	3	10.013206	
8	59	2	3.491889	
8	59	1	4.446426	
7	59	9	2.601985	
7	58	8	4.982973	
7	58	7	4.851733	
7	57	6	6.447309	
7	56	5	4.603825	
7	56	4	3.699167	
7	55	3	14.724209	
7	54	2	9.307375	
7	53	2	5.410386	
7	53	1	8.052714	
6	53	8	3.160871	
6	52	7	-1.090523	
6	52	6	-0.763293	
6	51	5	-2.099829	
6	51	4	-2.605407	
6	50	3	-2.499348	
6	50	2	-4.673585	
6	49	1	-8.995420	
5	49	14	-0.831267	
5	49	13	-0.709998	
5	48	12	-0.136836	
5	48	11	-1.086347	
5	47	10	-0.291210	
5	47	9	-0.584236	
5	46	8	-1.194940	
5	46	7	-1.185592	
5	45	6	-0.142673	
5	45	5	-0.127025	
5	44	4	-0.830069	
5	44	3	-0.905777	
5	43	2	0.071843	
5	43	1	-0.016298	
4	43	9	2.571879	
4	42	8	5.643326	
4	41	7	11.533489	
4	40	6	12.855256	
4	39	5	23.026442	
4	38	4	12.564981	
4	37	4	-13.136762	
4	36	3	23.283491	
4	35	2	-1.596382	
4	34	1	16.352859	
3	34	10	2.331480	
3	33	10	-4.448664	
3	32	9	17.527102	
3	31	8	-2.251219	
3	30	7	17.835320	
3	29	6	2.263125	
3	29	5	3.434623	
3	28	4	-3.586178	
3	28	3	-3.415706	
3	27	2	2.402282	
3	26	1	-9.406003	
2	26	13	-2.237366	
2	26	12	-1.584760	
2	25	11	0.537003	
2	25	10	0.184603	
2	24	9	-1.013584	
2	24	8	-1.110232	
2	23	7	-1.424381	
2	23	6	-1.805986	
2	22	5	-1.786867	
2	22	4	-2.161538	
2	21	3	-2.810385	
2	21	2	-3.665981	
2	20	1	-10.468246	
1	20	6	3.707805	
1	19	6	3.673134	
1	18	5	4.439357	
1	17	4	13.535328	
1	16	3	16.098749	
1	15	3	17.730070	
1	14	2	23.564720	
1	13	2	14.991995	
1	12	1	10.636661	
