k	j	i	s	
10	112	6	2.930079	
10	111	6	2.674663	
10	110	5	4.471249	
10	109	5	1.375142	
10	108	4	4.118739	
10	107	4	2.436297	
10	106	3	3.755133	
10	105	3	2.379709	
10	104	2	5.113974	
10	103	2	5.093666	
10	102	1	5.295335	
9	102	9	1.396525	
9	101	9	3.070540	
9	100	8	1.297075	
9	99	8	4.178329	
9	98	7	4.218183	
9	97	7	-0.689386	
9	96	6	4.694776	
9	95	6	4.749449	
9	94	5	8.573205	
9	93	5	7.485633	
9	92	4	7.475653	
9	91	4	2.570965	
9	91	3	2.288749	
9	90	2	3.059989	
9	90	1	4.122735	
8	90	7	4.391092	
8	89	6	4.057327	
8	88	5	4.489849	
8	87	5	7.959899	
8	86	4	8.348100	
8	85	4	8.513744	
8	84	3	8.490085	
8	83	2	4.285240	
8	83	1	4.143562	
7	83	9	3.484277	
7	82	8	4.543154	
7	82	7	4.567518	
7	81	6	11.626924	
7	80	5	9.782147	
7	79	5	5.468618	
7	79	4	5.430072	
7	78	3	11.800660	
7	77	3	14.324989	
7	76	2	10.815323	
7	75	2	2.675910	
7	75	1	3.936727	
6	75	8	0.271743	
6	74	7	0.173984	
6	74	6	-2.181310	
6	73	5	-1.031249	
6	73	4	-1.701377	
6	72	3	-5.268388	
6	72	2	-7.073774	
6	71	1	-5.610434	
5	71	14	0.514411	
5	71	13	0.878354	
5	70	12	-2.789158	
5	70	11	-1.366429	
5	69	10	0.617721	
5	69	9	0.409207	
5	68	8	-1.156090	
5	68	7	-1.236616	
5	67	6	1.832387	
5	67	5	1.827197	
5	66	4	-1.239145	
5	66	3	-1.288874	
5	65	2	0.007504	
5	65	1	0.452903	
4	65	9	3.391705	
4	64	8	2.518069	
4	64	7	7.837273	
4	63	6	22.707056	
4	62	5	18.321726	
4	61	4	18.782879	
4	60	3	-6.750269	
4	59	3	27.673313	
4	58	2	-2.375621	
4	57	1	7.682613	
3	57	10	-0.921123	
3	56	9	-8.190853	
3	55	9	13.187709	
3	54	8	-1.428347	
3	53	7	23.113045	
3	52	6	3.942701	
3	52	5	4.211258	
3	51	4	5.593541	
3	50	3	11.749537	
3	49	3	5.871345	
3	48	2	5.942602	
3	48	1	6.170931	
2	48	13	2.219676	
2	47	12	3.203366	
2	47	11	3.326566	
2	46	10	2.784749	
2	46	9	2.357918	
2	45	8	2.699997	
2	45	7	2.708824	
2	44	6	1.514254	
2	44	5	1.747840	
2	43	4	2.367241	
2	43	3	2.459823	
2	42	2	0.130531	
2	42	1	0.213763	
1	42	6	0.361035	
1	41	5	4.899086	
1	41	4	5.221410	
1	40	3	21.677786	
1	39	3	18.847904	
1	38	2	23.433886	
1	37	2	9.017607	
1	36	1	1.714249	
