k	j	i	s	
10	190	6	3.996470	
10	189	6	2.531628	
10	188	5	3.230098	
10	187	5	2.178435	
10	186	4	0.466481	
10	185	4	2.250218	
10	184	3	1.142208	
10	183	3	2.540984	
10	182	2	1.860226	
10	181	2	3.108479	
10	180	1	3.388144	
9	180	9	1.535174	
9	179	9	4.917873	
9	178	8	7.163824	
9	177	8	8.102814	
9	176	7	12.835013	
9	175	7	17.078009	
9	174	6	14.972255	
9	173	5	15.144085	
9	172	4	12.227086	
9	171	3	16.465405	
9	170	2	17.325724	
9	169	2	5.666940	
9	169	1	8.672247	
8	169	7	3.010569	
8	168	6	0.578986	
8	167	6	-3.704326	
8	166	5	7.486917	
8	165	5	8.974592	
8	164	4	10.883663	
8	163	3	8.228193	
8	162	2	4.503767	
8	162	1	4.214736	
7	162	9	-0.013085	
7	161	8	2.411080	
7	161	7	2.269027	
7	160	6	4.720849	
7	159	5	7.934322	
7	158	4	4.564153	
7	157	3	11.836564	
7	156	2	13.320710	
7	155	2	15.119229	
7	154	1	12.996928	
6	154	8	1.552464	
6	153	8	5.961403	
6	152	7	0.116813	
6	151	7	15.693790	
6	150	6	10.700729	
6	149	5	8.028490	
6	149	4	5.886937	
6	148	3	3.110550	
6	148	2	-0.205444	
6	147	1	3.244814	
5	147	14	1.636429	
5	147	13	0.866316	
5	146	12	1.806501	
5	146	11	1.093295	
5	145	10	1.534624	
5	145	9	1.141204	
5	144	8	0.499819	
5	144	7	0.441230	
5	143	6	0.587790	
5	143	5	0.645905	
5	142	4	0.419480	
5	142	3	0.577658	
5	141	2	-0.811713	
5	141	1	-0.822641	
4	141	9	-2.017013	
4	140	8	-2.191936	
4	140	7	3.391588	
4	139	6	4.525690	
4	139	5	7.317722	
4	138	4	16.731525	
4	137	4	7.752305	
4	137	3	1.760345	
4	136	2	7.265096	
4	135	2	6.880909	
4	134	1	-33.020733	
3	134	10	-6.174508	
3	133	10	4.968264	
3	132	9	-1.034762	
3	131	9	33.763283	
3	130	8	8.226269	
3	129	7	38.045471	
3	128	6	1.302009	
3	128	5	3.148956	
3	127	4	-0.339850	
3	127	3	-1.178845	
3	126	2	3.485818	
3	126	1	3.482000	
2	126	13	1.749031	
2	125	12	0.737008	
2	125	11	0.809531	
2	124	10	3.611696	
2	124	9	3.459606	
2	123	8	2.457124	
2	123	7	2.344374	
2	122	6	2.703281	
2	122	5	2.705450	
2	121	4	0.324589	
2	120	3	4.415400	
2	119	3	2.669937	
2	118	2	4.760560	
2	117	2	3.420664	
2	116	1	2.651114	
1	116	6	0.100999	
1	116	5	0.288346	
1	115	4	14.729142	
1	114	3	29.215405	
1	113	3	9.431648	
1	112	2	36.787285	
1	111	1	8.417019	
