k	j	i	s	
10	87	6	-2.040794	
10	87	5	-2.122919	
10	86	4	-2.446670	
10	86	3	-2.632740	
10	85	2	-2.140732	
10	85	1	-2.070347	
9	85	9	-1.850654	
9	84	8	-2.429870	
9	84	7	-2.217983	
9	83	6	-2.787448	
9	83	5	-2.598273	
9	82	4	-1.250191	
9	82	3	-0.456129	
9	81	2	-2.033579	
9	80	1	-1.020961	
8	80	7	-1.317420	
8	80	6	-1.466812	
8	79	5	-2.302556	
8	78	4	-4.349913	
8	77	4	-4.319474	
8	76	3	-2.269201	
8	75	3	-2.795946	
8	74	2	-1.361058	
8	73	1	-4.055244	
7	73	9	-1.365632	
7	72	8	-0.844858	
7	71	7	-1.420318	
7	70	6	1.244190	
7	69	5	-2.414490	
7	68	4	-0.783487	
7	67	3	0.470494	
7	66	2	1.091496	
7	65	2	-3.789793	
7	64	1	-2.053610	
6	64	8	-4.341495	
6	63	8	-0.428907	
6	63	7	-0.598305	
6	62	6	7.920079	
6	61	6	4.296585	
6	60	5	2.211130	
6	60	4	2.073545	
6	59	3	0.688607	
6	59	2	-1.746751	
6	58	1	-0.551832	
5	58	14	1.833714	
5	58	13	5.087314	
5	57	12	4.760326	
5	57	11	3.731968	
5	56	10	3.609191	
5	56	9	3.559440	
5	55	8	4.310372	
5	55	7	4.145723	
5	54	6	5.002162	
5	54	5	4.840317	
5	53	4	5.717286	
5	53	3	5.779405	
5	52	2	5.889084	
5	52	1	5.772294	
4	52	9	4.320160	
4	51	8	4.373390	
4	51	7	7.433034	
4	50	6	27.383751	
4	49	5	26.651823	
4	48	4	14.488316	
4	47	3	4.045501	
4	46	2	11.566163	
4	45	2	-8.119162	
4	44	1	-30.866804	
3	44	10	-9.346381	
3	43	10	-8.583033	
3	42	9	-12.380898	
3	41	9	0.005482	
3	40	8	-9.141916	
3	39	7	-2.749126	
3	38	6	-5.336652	
3	37	6	-2.149642	
3	36	5	-3.486090	
3	35	5	1.977071	
3	34	4	0.589944	
3	34	3	1.303578	
3	33	2	2.181393	
3	32	1	0.602457	
2	32	13	5.430487	
2	31	12	1.690828	
2	31	11	1.360607	
2	30	10	-0.219444	
2	30	9	-0.414143	
2	29	8	-0.268580	
2	29	7	-0.345941	
2	28	6	0.397842	
2	28	5	0.520916	
2	27	4	-0.450129	
2	27	3	-0.391947	
2	26	2	-0.524153	
2	26	1	0.107098	
1	26	6	-3.601799	
1	25	5	-3.899940	
1	25	4	-4.566565	
1	24	3	-4.745336	
1	24	2	-0.724600	
1	23	1	-7.910489	
