k	j	i	s	
10	149	6	2.121053	
10	148	5	-1.038234	
10	147	5	1.959578	
10	146	4	-0.538051	
10	145	4	2.844468	
10	144	3	0.411081	
10	143	3	0.962984	
10	142	2	-0.128749	
10	141	2	0.993431	
10	140	1	-0.851678	
9	140	9	-2.688646	
9	139	9	-0.028789	
9	138	8	0.428135	
9	138	7	0.128919	
9	137	6	2.406839	
9	136	5	1.717290	
9	135	5	2.521991	
9	134	4	1.282925	
9	133	4	2.740632	
9	133	3	2.605808	
9	132	2	8.443195	
9	131	2	10.879962	
9	130	1	2.406151	
8	130	7	-2.637848	
8	129	7	2.702028	
8	128	6	-0.800876	
8	128	5	-0.307352	
8	127	4	7.225620	
8	126	3	1.414026	
8	125	3	4.296487	
8	124	2	1.792614	
8	123	2	0.509433	
8	123	1	1.057188	
7	123	9	0.073039	
7	122	8	-1.171616	
7	122	7	-0.490379	
7	121	6	0.907875	
7	120	5	1.079893	
7	119	4	1.013839	
7	118	3	7.833430	
7	117	3	4.440123	
7	116	2	6.724778	
7	115	2	1.646605	
7	114	1	-0.220400	
6	114	8	-3.472016	
6	113	8	-2.167311	
6	112	7	2.432675	
6	111	7	6.972847	
6	110	6	8.353826	
6	109	5	7.726345	
6	108	4	6.002456	
6	107	3	10.755460	
6	106	2	10.638463	
6	105	2	4.228087	
6	104	1	3.069806	
5	104	14	3.230270	
5	103	14	1.273233	
5	103	13	0.813726	
5	102	12	1.249488	
5	102	11	1.121315	
5	101	10	1.050892	
5	101	9	1.235906	
5	100	8	1.782477	
5	99	8	-2.334528	
5	98	7	-0.450103	
5	97	6	3.592702	
5	96	5	-2.022353	
5	95	4	-2.894201	
5	94	3	0.111298	
5	93	2	1.962040	
5	93	1	1.038044	
4	93	9	-5.863906	
4	92	8	-0.308232	
4	92	7	1.753859	
4	91	6	0.304053	
4	91	5	-13.513734	
4	90	4	13.612401	
4	89	4	-9.843527	
4	89	3	-22.232246	
4	88	2	4.262009	
4	87	1	-23.373724	
3	87	10	4.843791	
3	86	9	27.320211	
3	85	8	0.616801	
3	84	7	33.835674	
3	83	6	7.270180	
3	82	5	9.581261	
3	81	4	11.539673	
3	80	3	17.132048	
3	79	2	7.770794	
3	79	1	5.487792	
2	79	13	6.724993	
2	78	12	7.039192	
2	78	11	6.772211	
2	77	10	4.438058	
2	77	9	4.200951	
2	76	8	4.506437	
2	76	7	4.439211	
2	75	6	4.945418	
2	75	5	5.129329	
2	74	4	7.063975	
2	74	3	7.091821	
2	73	2	5.837205	
2	73	1	5.365960	
1	73	6	1.333897	
1	72	5	8.084126	
1	72	4	14.048748	
1	71	3	13.168340	
1	70	2	28.397070	
1	69	2	6.967934	
1	68	1	9.445510	
