k	j	i	s	
10	85	6	0.928835	
10	84	5	0.061972	
10	84	4	-0.078611	
10	83	3	0.140759	
10	82	2	2.113546	
10	81	2	0.197646	
10	80	1	1.302236	
9	80	9	2.671387	
9	79	9	0.200381	
9	78	8	2.563398	
9	77	8	0.035001	
9	77	7	-0.068610	
9	76	6	2.777221	
9	75	6	1.652093	
9	74	5	3.104427	
9	73	5	1.080269	
9	72	4	3.320495	
9	71	3	4.926448	
9	70	2	6.833671	
9	69	2	2.371388	
9	68	1	6.724321	
8	68	7	1.943809	
8	67	7	0.268613	
8	67	6	-0.073182	
8	66	5	2.855042	
8	65	4	2.252426	
8	64	3	0.798535	
8	63	3	0.814510	
8	62	2	-0.543378	
8	61	2	-0.386705	
8	60	1	1.700919	
7	60	9	-0.467654	
7	60	8	-1.539810	
7	59	7	0.303070	
7	59	6	1.049021	
7	58	5	-0.353524	
7	57	5	-0.323727	
7	57	4	-1.004311	
7	56	3	1.519365	
7	55	3	4.796903	
7	54	2	4.086902	
7	53	2	0.579662	
7	53	1	2.620176	
6	53	8	-0.454159	
6	52	7	-0.805121	
6	51	7	4.571789	
6	50	6	6.265152	
6	49	5	0.907741	
6	49	4	-0.036911	
6	48	3	-0.581846	
6	48	2	-3.276001	
6	47	1	-2.777580	
5	47	14	0.807552	
5	47	13	4.692608	
5	46	12	7.656312	
5	45	11	2.375456	
5	45	10	2.299227	
5	44	9	3.830120	
5	43	9	3.612586	
5	42	8	3.354124	
5	41	8	-0.907696	
5	40	7	2.216397	
5	39	7	4.153775	
5	38	6	2.766526	
5	38	5	2.704046	
5	37	4	8.397798	
5	36	3	9.183839	
5	35	2	4.558737	
5	35	1	4.095462	
4	35	9	1.205074	
4	34	8	4.508179	
4	34	7	9.822174	
4	33	6	11.667110	
4	32	5	0.909250	
4	31	5	3.831339	
4	31	4	3.103276	
4	30	3	-6.888776	
4	30	2	-2.731256	
4	29	1	-35.553463	
3	29	10	0.386347	
3	29	9	4.924834	
3	28	8	1.010937	
3	28	7	8.662802	
3	27	6	3.069512	
3	26	5	8.406406	
3	25	4	2.558259	
3	25	3	1.055833	
3	24	2	2.030122	
3	24	1	-1.264624	
2	24	13	3.265007	
2	23	12	1.422474	
2	23	11	1.274442	
2	22	10	2.231703	
2	22	9	2.043109	
2	21	8	0.358156	
2	21	7	0.354724	
2	20	6	0.397097	
2	20	5	0.577726	
2	19	4	1.040525	
2	19	3	1.195255	
2	18	2	1.102560	
2	18	1	1.957875	
1	18	6	-2.644484	
1	17	5	-2.589656	
1	17	4	-2.004748	
1	16	3	-0.283592	
1	16	2	2.985995	
1	15	1	2.585777	
