k	j	i	s	
10	70	6	-0.820135	
10	70	5	-0.922426	
10	69	4	-1.232892	
10	69	3	-1.290123	
10	68	2	-1.018976	
10	68	1	-0.806609	
9	68	9	-0.514592	
9	67	8	-1.453473	
9	67	7	-1.493735	
9	66	6	-0.721134	
9	66	5	-0.601958	
9	65	4	-2.557997	
9	64	3	0.140203	
9	63	3	-2.670778	
9	62	2	-1.693278	
9	61	1	-2.056607	
8	61	7	-0.563468	
8	60	6	-2.582811	
8	59	5	-1.495263	
8	58	4	-4.318542	
8	57	4	-1.225441	
8	56	3	-0.703897	
8	55	3	0.309832	
8	54	2	0.106265	
8	53	2	1.948534	
8	52	1	2.862910	
7	52	9	0.674539	
7	52	8	-0.232033	
7	51	7	-0.218527	
7	51	6	0.007734	
7	50	5	0.414773	
7	49	5	0.173307	
7	49	4	-0.641836	
7	48	3	1.900827	
7	47	3	4.849073	
7	46	2	3.918362	
7	45	2	-0.860786	
7	44	1	-0.469139	
6	44	8	0.869075	
6	43	8	2.777150	
6	43	7	2.626950	
6	42	6	12.509125	
6	41	5	4.443138	
6	41	4	2.143082	
6	40	3	2.607205	
6	40	2	-0.162845	
6	39	1	-2.097685	
5	39	14	3.194219	
5	39	13	5.242099	
5	38	12	6.515691	
5	38	11	3.105864	
5	37	10	4.653141	
5	37	9	4.418140	
5	36	8	4.833945	
5	36	7	4.736654	
5	35	6	4.912571	
5	35	5	4.922682	
5	34	4	5.565534	
5	34	3	5.595767	
5	33	2	5.069297	
5	33	1	5.188609	
4	33	9	3.188054	
4	32	8	4.476739	
4	32	7	13.883373	
4	31	6	24.645132	
4	30	5	13.327110	
4	29	5	4.118463	
4	28	4	-7.862119	
4	27	4	4.286982	
4	26	3	17.146250	
4	25	2	4.913990	
4	24	1	17.928785	
3	24	10	-3.255391	
3	23	10	-1.990662	
3	22	9	20.450480	
3	21	8	5.694275	
3	20	7	28.188951	
3	19	6	1.540628	
3	19	5	4.439650	
3	18	4	14.233232	
3	17	3	14.750322	
3	16	2	7.067137	
3	16	1	4.805065	
2	16	13	5.343453	
2	15	12	3.872593	
2	15	11	3.660430	
2	14	10	2.151871	
2	14	9	1.707088	
2	13	8	1.563486	
2	13	7	1.719718	
2	12	6	1.928055	
2	12	5	2.408890	
2	11	4	2.279569	
2	11	3	2.565617	
2	10	2	0.810808	
2	10	1	2.021185	
1	10	6	-2.955721	
1	9	5	-1.783571	
1	9	4	0.052775	
1	8	3	-1.479436	
1	8	2	3.169954	
1	7	1	-1.202485	
