	k	i	s
90	10	6	4.157805
89	10	5	7.319133
88	10	4	1.071215
87	10	3	-3.530599
86	10	2	-4.665328000000001
85	10	1	-2.509099
84	9	9	-10.177176
83	9	8	-0.875526
82	9	7	-2.611595
81	9	6	2.068917
80	9	5	1.8393509999999997
79	9	4	2.532073
78	9	3	13.437270000000002
77	9	2	16.502901
76	9	1	4.066941
75	8	7	5.201047
74	8	6	1.979957
73	8	5	3.5126739999999996
72	8	4	11.792886999999999
71	8	3	4.708827
70	8	2	0.458032
69	8	1	-1.623641
68	7	9	-3.2284360000000003
67	7	8	-3.615011
66	7	7	5.13289
65	7	6	-0.17683099999999996
64	7	5	1.2657889999999998
63	7	4	6.799829000000001
62	7	3	-2.766754
61	7	2	2.242354999999999
60	7	1	0.806866
59	6	8	1.126674
58	6	7	-7.416027
57	6	6	-1.296079
56	6	5	-1.278106
55	6	4	3.464051
54	6	3	-0.863691
53	6	2	-1.674508
52	6	1	-1.048778
51	5	14	2.33583
50	5	13	-0.060439
49	5	12	1.023957
48	5	11	0.078
47	5	10	0.95458
46	5	9	0.026424
45	5	8	0.21931799999999999
44	5	7	0.015732
43	5	6	-0.107128
42	5	5	-0.140869
41	5	4	-5.245297000000001
40	5	3	-0.554665
39	5	2	2.802884
38	5	1	-2.175565
37	4	9	-2.2474790000000002
36	4	8	-3.704817
35	4	7	-1.867663
34	4	6	0.649438
33	4	5	1.232513
32	4	4	0.285835
31	4	3	-8.328543
30	4	2	-8.966444000000001
29	4	1	0.17394300000000001
28	3	10	-2.536634
27	3	9	-10.834121
26	3	8	-8.432414
25	3	7	8.670488
24	3	6	1.9108009999999997
23	3	5	23.256418
22	3	4	8.568739
21	3	3	12.22935
20	3	2	21.570877000000003
19	3	1	9.302817
18	2	13	-1.5349549999999998
17	2	12	-2.2972349999999997
16	2	11	-2.348035
15	2	10	-3.915479
14	2	9	-3.9768790000000003
13	2	8	-4.648353
12	2	7	-3.5365260000000003
11	2	6	-3.850247
10	2	5	-5.067012999999999
9	2	4	-5.293174
8	2	3	-7.097385000000001
7	2	2	-7.450696000000001
6	2	1	-11.454513
5	1	6	0.945105
4	1	5	2.2629639999999998
3	1	4	5.8392029999999995
2	1	3	4.4431970000000005
1	1	2	31.226211999999997
0	1	1	2.503899
