	k	i	s
90	10	6	0.15176099999999998
89	10	5	0.26014499999999996
88	10	4	-0.24756199999999998
87	10	3	-0.795169
86	10	2	1.0773409999999999
85	10	1	1.40634
84	9	9	1.326671
83	9	8	1.5816459999999999
82	9	7	1.83245
81	9	6	-1.8149790000000001
80	9	5	7.282914999999999
79	9	4	1.308597
78	9	3	9.533219
77	9	2	8.314575
76	9	1	-2.9249549999999997
75	8	7	3.125744000000001
74	8	6	8.912116999999999
73	8	5	4.148687000000001
72	8	4	7.126119
71	8	3	9.34084
70	8	2	17.342393
69	8	1	4.021534
68	7	9	1.120725
67	7	8	0.459726
66	7	7	0.9292450000000001
65	7	6	9.770358
64	7	5	7.141733
63	7	4	5.565094
62	7	3	10.353912000000001
61	7	2	2.148614
60	7	1	4.4936050000000005
59	6	8	9.961945
58	6	7	-1.4267039999999995
57	6	6	8.407817000000001
56	6	5	2.5249919999999997
55	6	4	7.113301
54	6	3	0.469254
53	6	2	-0.043841000000000005
52	6	1	0.840191
51	5	14	-1.0775780000000001
50	5	13	-1.386457
49	5	12	-1.0538399999999999
48	5	11	-1.883886
47	5	10	-1.663617
46	5	9	-1.7737290000000001
45	5	8	-1.597646
44	5	7	-1.616272
43	5	6	-7.294791
42	5	5	-3.378139
41	5	4	-20.360163999999997
40	5	3	-20.253642
39	5	2	-11.824793
38	5	1	-8.674286
37	4	9	-1.5908740000000003
36	4	8	-5.328508
35	4	7	-9.065725
34	4	6	0.817274
33	4	5	-18.832076999999998
32	4	4	-9.248082
31	4	3	-0.9395549999999999
30	4	2	3.261154
29	4	1	-4.0057339999999995
28	3	10	-1.553305
27	3	9	14.935960000000001
26	3	8	-1.9698689999999999
25	3	7	26.607187
24	3	6	4.727232
23	3	5	3.798653
22	3	4	3.3412839999999995
21	3	3	5.696219999999999
20	3	2	12.470848
19	3	1	11.290956
18	2	13	-2.124218
17	2	12	-4.413901999999999
16	2	11	-4.690625
15	2	10	-5.209263
14	2	9	-4.670659
13	2	8	-5.200811
12	2	7	-5.564593
11	2	6	-5.882789
10	2	5	-4.906878
9	2	4	-5.058022
8	2	3	-6.462234
7	2	2	-6.516525
6	2	1	-15.638665
5	1	6	4.27921
4	1	5	5.093393
3	1	4	-1.744592
2	1	3	-1.8043189999999998
1	1	2	13.854826000000001
0	1	1	-2.058652
