	k	i	s
90	10	6	-0.41598
89	10	5	-2.747317
88	10	4	-2.831695
87	10	3	-0.22014099999999998
86	10	2	-1.154443
85	10	1	-7.0010330000000005
84	9	9	4.151419000000001
83	9	8	4.656368
82	9	7	7.700189999999999
81	9	6	0.715476
80	9	5	1.1263040000000002
79	9	4	0.7451810000000001
78	9	3	-1.219863
77	9	2	-1.384157
76	9	1	-1.093081
75	8	7	1.143261
74	8	6	-4.270951
73	8	5	-3.7134230000000006
72	8	4	-2.466261
71	8	3	-4.179462000000001
70	8	2	-4.3732869999999995
69	8	1	-2.064164
68	7	9	-4.835053
67	7	8	-8.536931
66	7	7	-7.565180999999999
65	7	6	-3.082944
64	7	5	-5.889948
63	7	4	1.319882
62	7	3	8.259558
61	7	2	16.947031
60	7	1	11.438462
59	6	8	10.868955
58	6	7	18.628693
57	6	6	15.103503
56	6	5	11.664163
55	6	4	7.979128
54	6	3	7.180132
53	6	2	7.703036
52	6	1	4.804632
51	5	14	-7.109073
50	5	13	-1.508973
49	5	12	-1.219428
48	5	11	-4.961583
47	5	10	-5.274962
46	5	9	-2.133913
45	5	8	-4.527492
44	5	7	-13.691741
43	5	6	-4.938619999999999
42	5	5	-2.574897
41	5	4	2.777857
40	5	3	2.4807189999999997
39	5	2	0.7085060000000001
38	5	1	0.104655
37	4	9	-4.4866209999999995
36	4	8	-5.5387
35	4	7	-5.987883999999999
34	4	6	-12.03947
33	4	5	-4.9120610000000005
32	4	4	9.723192
31	4	3	15.181227999999999
30	4	2	12.369189
29	4	1	23.258211
28	3	10	0.95983
27	3	9	31.162532
26	3	8	2.786578
25	3	7	37.472533999999996
24	3	6	-5.63429
23	3	5	13.571538
22	3	4	9.207419
21	3	3	6.719288000000001
20	3	2	4.298001999999999
19	3	1	3.5771309999999996
18	2	13	4.62047
17	2	12	9.476579
16	2	11	8.609553
15	2	10	2.863342
14	2	9	2.8147279999999997
13	2	8	2.575671
12	2	7	2.765838
11	2	6	2.499313
10	2	5	2.4209650000000003
9	2	4	8.421937
8	2	3	0.954291
7	2	2	0.193356
6	2	1	0.714599
5	1	6	0.38247800000000004
4	1	5	0.58175
3	1	4	17.099495
2	1	3	3.4836089999999995
1	1	2	17.483048999999998
0	1	1	1.8258450000000002
