	k	i	s
90	10	6	-1.2013130000000003
89	10	5	0.513714
88	10	4	0.489174
87	10	3	-1.793075
86	10	2	-2.247158
85	10	1	-1.6587580000000002
84	9	9	-1.8435150000000002
83	9	8	-1.668368
82	9	7	-1.915023
81	9	6	-3.3992379999999995
80	9	5	-2.731114
79	9	4	-2.696545
78	9	3	-2.820158
77	9	2	-2.196253
76	9	1	-3.5560669999999996
75	8	7	-1.491352
74	8	6	-1.477295
73	8	5	-2.019717
72	8	4	-0.9406620000000001
71	8	3	0.5973149999999999
70	8	2	-0.279269
69	8	1	-1.52501
68	7	9	-1.423738
67	7	8	-2.026831
66	7	7	-1.5629879999999998
65	7	6	-2.0257099999999997
64	7	5	-2.112743
63	7	4	-2.0894369999999998
62	7	3	-2.279512
61	7	2	-2.32497
60	7	1	-4.881184999999999
59	6	8	0.516528
58	6	7	-0.5520390000000001
57	6	6	-2.101521
56	6	5	-0.78838
55	6	4	2.090338
54	6	3	1.67862
53	6	2	0.085425
52	6	1	-0.153057
51	5	14	1.291042
50	5	13	1.1370879999999999
49	5	12	1.45892
48	5	11	2.833311
47	5	10	2.9310080000000003
46	5	9	4.90356
45	5	8	5.152499
44	5	7	4.927383
43	5	6	5.163257
42	5	5	4.966018
41	5	4	5.14634
40	5	3	4.845235
39	5	2	5.030702
38	5	1	8.184018
37	4	9	0.327872
36	4	8	0.196116
35	4	7	3.5527589999999996
34	4	6	5.1714709999999995
33	4	5	22.993923000000002
32	4	4	19.554373000000002
31	4	3	34.096859
30	4	2	11.966619999999999
29	4	1	16.827763
28	3	10	2.819915
27	3	9	20.844451000000007
26	3	8	2.260863
25	3	7	28.978465999999997
24	3	6	8.268423
23	3	5	4.267395
22	3	4	0.006253
21	3	3	2.938137
20	3	2	2.7987840000000004
19	3	1	1.1009719999999998
18	2	13	-0.839601
17	2	12	-1.9432509999999998
16	2	11	-1.383735
15	2	10	-2.08947
14	2	9	-2.685288
13	2	8	-2.640476
12	2	7	-2.922094
11	2	6	-2.77537
10	2	5	-2.4386360000000002
9	2	4	-2.2332
8	2	3	-3.104602
7	2	2	-2.670829
6	2	1	-5.668992
5	1	6	-6.086466000000001
4	1	5	-0.941166
3	1	4	-1.6466779999999999
2	1	3	-7.678562000000001
1	1	2	0.438687
0	1	1	-12.984551
