	k	i	s
86	10	6	-0.6889390000000001
85	10	5	-0.741637
84	10	4	-3.140507
83	10	3	-2.5493580000000002
82	10	2	-3.6909099999999997
81	10	1	-6.773746000000001
80	9	9	11.294894999999999
79	9	8	0.837061
78	9	7	3.232738
77	9	6	1.5048979999999998
76	9	5	0.805108
75	9	4	0.533255
74	9	3	2.561012
73	9	2	1.7529569999999999
72	9	1	-0.16955599999999998
71	8	7	1.496047
70	8	6	1.3017040000000002
69	8	5	7.678364999999999
68	8	4	2.850222
67	8	3	-2.2901309999999997
66	8	2	-4.844942
65	8	1	-2.566183
64	7	9	-11.278597999999999
63	7	8	-14.969597
62	7	7	-12.327947
61	7	6	-7.8106
60	7	5	-5.8997329999999994
59	7	4	-3.5927800000000003
58	7	3	17.295321
57	7	2	11.885162000000001
56	7	1	7.0257119999999995
55	6	8	1.354946
54	6	7	-1.38995
53	6	6	0.13247799999999998
52	6	5	-0.5040020000000001
51	6	4	-0.30600700000000003
50	6	3	1.40367
49	6	2	-0.478879
48	6	1	-5.315079
47	5	14	0.4725680000000001
46	5	13	0.9183779999999999
45	5	12	1.663397
44	5	11	0.9607690000000001
43	5	10	1.024442
42	5	9	0.97303
41	5	8	1.240609
40	5	7	1.088768
39	5	6	1.206339
38	5	5	5.530747
37	5	4	-8.492266
36	5	3	-2.944003
35	5	2	0.03623299999999996
34	5	1	0.7410979999999999
33	4	9	-4.544441
32	4	8	1.636817
31	4	7	6.943866000000001
30	4	6	-2.821679
29	4	5	3.114967
28	4	4	2.297821
27	4	3	-23.325385999999998
26	4	2	-24.148811
25	4	1	-60.430836
24	3	10	1.36051
23	3	9	13.907693
22	3	8	-2.2783599999999997
21	3	7	38.213207000000004
20	3	6	-6.582464999999999
19	3	5	8.89332
18	3	4	4.005154
17	3	3	20.627097000000003
16	3	2	6.718085
15	3	1	8.050288
14	2	13	2.550092
13	2	12	3.8230739999999996
12	2	11	3.749714
11	2	10	0.22575599999999998
10	2	9	-0.096579
9	2	8	0.787441
8	2	7	0.8540459999999999
7	2	6	0.598591
6	2	5	0.85324
5	2	4	6.95787
4	2	3	5.358085
3	2	2	9.561681
2	2	1	3.2647310000000003
1	1	6	5.7833190000000005
0	1	1	-14.923971
