	k	i	s
90	10	6	1.604789
89	10	5	0.7824800000000001
88	10	4	1.585192
87	10	3	1.370175
86	10	2	0.217131
85	10	1	0.49089799999999995
84	9	9	-0.574036
83	9	8	2.116847
82	9	7	-2.458735
81	9	6	-0.591508
80	9	5	-0.658083
79	9	4	-1.3516219999999999
78	9	3	-1.8872240000000002
77	9	2	-0.410841
76	9	1	-4.165171
75	8	7	-3.0028240000000004
74	8	6	-2.9286939999999997
73	8	5	-2.271117
72	8	4	-3.151159
71	8	3	-4.328839
70	8	2	-4.958538
69	8	1	-6.375326
68	7	9	-0.947277
67	7	8	0.20533400000000002
66	7	7	-4.485526
65	7	6	-5.409827
64	7	5	-0.305226
63	7	4	0.54333
62	7	3	-8.099795
61	7	2	-1.406648
60	7	1	-8.87487
59	6	8	-1.289839
58	6	7	-0.460492
57	6	6	-1.264989
56	6	5	-1.6758119999999999
55	6	4	-0.991251
54	6	3	-2.391353
53	6	2	-3.803432
52	6	1	-4.649676
51	5	14	3.413008
50	5	13	2.7171369999999997
49	5	12	2.404947
48	5	11	10.632204
47	5	10	5.524231
46	5	9	8.754488
45	5	8	7.3028770000000005
44	5	7	7.333565
43	5	6	8.774646
42	5	5	8.575638999999999
41	5	4	7.330147
40	5	3	6.599682
39	5	2	2.834187
38	5	1	1.504027
37	4	9	-1.512897
36	4	8	-2.5550580000000003
35	4	7	-1.092904
34	4	6	2.401176
33	4	5	-2.821788
32	4	4	-5.197334
31	4	3	24.64809
30	4	2	-7.263300999999999
29	4	1	12.702377
28	3	10	2.948506
27	3	9	16.192805999999997
26	3	8	-0.197916
25	3	7	17.203512
24	3	6	-10.936095
23	3	5	-0.3319479999999997
22	3	4	0.162144
21	3	3	-0.9076770000000001
20	3	2	-6.811134999999999
19	3	1	-3.862868
18	2	13	-8.809702999999999
17	2	12	-14.457545999999999
16	2	11	-3.2375599999999998
15	2	10	-3.567229
14	2	9	-1.771325
13	2	8	-1.85283
12	2	7	-2.059862
11	2	6	-2.166254
10	2	5	-0.616275
9	2	4	-0.49341
8	2	3	-0.621613
7	2	2	-0.129429
6	2	1	-0.618323
5	1	6	-2.2792950000000003
4	1	5	1.15864
3	1	4	1.066307
2	1	3	1.675702
1	1	2	8.950234000000002
0	1	1	-0.20542800000000003
