	k	i	s
90	10	6	-0.517117
89	10	5	-0.390092
88	10	4	-0.667281
87	10	3	-0.812049
86	10	2	-0.880707
85	10	1	-1.9012689999999999
84	9	9	-2.8561490000000003
83	9	8	-3.0826439999999997
82	9	7	-2.035374
81	9	6	-1.551173
80	9	5	-2.0924869999999998
79	9	4	-1.653693
78	9	3	-1.0652979999999999
77	9	2	-1.7869169999999999
76	9	1	-3.677916
75	8	7	-1.975818
74	8	6	-2.677228
73	8	5	-2.097669
72	8	4	-1.379649
71	8	3	-1.666842
70	8	2	-0.9692120000000001
69	8	1	1.205627
68	7	9	-1.5609709999999999
67	7	8	-2.214715
66	7	7	-1.205409
65	7	6	-1.484826
64	7	5	-1.470534
63	7	4	-1.5202879999999999
62	7	3	5.247557
61	7	2	15.457952
60	7	1	3.876957
59	6	8	-4.032727
58	6	7	8.510805999999999
57	6	6	0.725687
56	6	5	-5.4392
55	6	4	-2.514392
54	6	3	-5.571859
53	6	2	-3.174385
52	6	1	-2.272725
51	5	14	-4.252206
50	5	13	-1.6433360000000001
49	5	12	-1.897821
48	5	11	-3.268607
47	5	10	-3.546687
46	5	9	-1.492103
45	5	8	-2.154175
44	5	7	-2.232596
43	5	6	-7.349234
42	5	5	-11.902709
41	5	4	-1.8286540000000002
40	5	3	3.2811169999999996
39	5	2	2.966141
38	5	1	-6.33116
37	4	9	2.831819
36	4	8	1.201992
35	4	7	12.581173
34	4	6	6.563109
33	4	5	1.1068440000000002
32	4	4	7.650099000000001
31	4	3	-6.837714
30	4	2	-3.7215339999999997
29	4	1	-50.671162
28	3	10	2.754864
27	3	9	10.299145
26	3	8	1.401693
25	3	7	11.814516999999999
24	3	6	-3.438632
23	3	5	0.33292199999999994
22	3	4	-0.352908
21	3	3	-0.515775
20	3	2	-0.33412
19	3	1	1.337704
18	2	13	2.490202
17	2	12	2.040898
16	2	11	3.4502660000000005
15	2	10	11.212151
14	2	9	13.572355
13	2	8	4.253646
12	2	7	4.368042
11	2	6	4.6471540000000005
10	2	5	4.5737879999999995
9	2	4	5.645818
8	2	3	5.696073
7	2	2	3.8646199999999995
6	2	1	4.09395
5	1	6	3.793342
4	1	5	4.463722
3	1	4	18.929958
2	1	3	26.868729000000002
1	1	2	17.590501000000003
0	1	1	0.303518
