	k	i	s
90	10	6	0.492803
89	10	5	0.385585
88	10	4	-1.891718
87	10	3	-1.8350939999999998
86	10	2	-3.028752
85	10	1	-3.4374830000000003
84	9	9	10.427819
83	9	8	0.36448200000000003
82	9	7	9.139254
81	9	6	0.600769
80	9	5	0.588708
79	9	4	8.90098
78	9	3	0.12158900000000002
77	9	2	4.424059
76	9	1	5.435134
75	8	7	4.231026
74	8	6	-0.41568
73	8	5	5.638704
72	8	4	8.092417999999999
71	8	3	10.328342
70	8	2	10.466666
69	8	1	4.612312
68	7	9	-5.20964
67	7	8	-4.130758999999999
66	7	7	-2.757194
65	7	6	1.7803379999999998
64	7	5	1.7808419999999998
63	7	4	7.08
62	7	3	13.853231
61	7	2	14.566341
60	7	1	1.4141190000000001
59	6	8	3.530087
58	6	7	-7.818423
57	6	6	-1.7125309999999998
56	6	5	3.896751
55	6	4	2.3145189999999998
54	6	3	0.361854
53	6	2	1.1763780000000001
52	6	1	0.723366
51	5	14	-0.293167
50	5	13	0.144792
49	5	12	0.353342
48	5	11	-0.065255
47	5	10	-0.5051509999999999
46	5	9	0.061023
45	5	8	-3.674271
44	5	7	-8.577387
43	5	6	-3.170712
42	5	5	-0.910374
41	5	4	-0.8204299999999999
40	5	3	-0.038613
39	5	2	2.808065
38	5	1	-1.3252469999999998
37	4	9	2.2423990000000003
36	4	8	0.204474
35	4	7	17.483328
34	4	6	2.3122439999999997
33	4	5	-2.206925
32	4	4	1.088064
31	4	3	-12.688903
30	4	2	-3.5206
29	4	1	-9.757041000000001
28	3	10	-0.30430999999999997
27	3	9	7.1239
26	3	8	-11.508094999999999
25	3	7	12.163298
24	3	6	-1.5347940000000002
23	3	5	10.394644000000001
22	3	4	10.408441999999999
21	3	3	14.416122
20	3	2	18.220574999999997
19	3	1	6.893064
18	2	13	0.739182
17	2	12	0.47170200000000007
16	2	11	-0.756361
15	2	10	-0.703322
14	2	9	-1.275357
13	2	8	-1.8066389999999999
12	2	7	-1.867009
11	2	6	0.73968
10	2	5	0.8625120000000001
9	2	4	0.568559
8	2	3	0.493542
7	2	2	2.0121450000000003
6	2	1	1.991988
5	1	6	-2.481119
4	1	5	1.844984
3	1	4	4.02043
2	1	3	-4.461069
1	1	2	13.179067000000002
0	1	1	-2.824985
