	k	i	s
90	10	6	-1.801653
89	10	5	-1.18208
88	10	4	-1.63172
87	10	3	-2.8242830000000003
86	10	2	-3.6122059999999996
85	10	1	-4.743945
84	9	9	2.675667
83	9	8	-1.656827
82	9	7	-0.664107
81	9	6	-0.13778800000000002
80	9	5	1.061597
79	9	4	1.9297959999999998
78	9	3	5.01415
77	9	2	4.194382
76	9	1	-4.995293
75	8	7	-4.096216999999999
74	8	6	0.19866299999999998
73	8	5	-0.003577999999999859
72	8	4	-0.503893
71	8	3	0.10121499999999994
70	8	2	1.206832
69	8	1	-1.618649
68	7	9	-3.077267
67	7	8	-2.710423
66	7	7	-5.922085
65	7	6	-7.420832000000001
64	7	5	-3.6416760000000004
63	7	4	-1.76846
62	7	3	8.704809
61	7	2	7.882902
60	7	1	10.547885
59	6	8	12.776231
58	6	7	0.5228190000000001
57	6	6	-5.614873
56	6	5	3.814254
55	6	4	6.602193999999999
54	6	3	0.9102120000000001
53	6	2	0.085922
52	6	1	1.365202
51	5	14	-0.156095
50	5	13	-0.624793
49	5	12	-0.22801300000000002
48	5	11	0.44559799999999994
47	5	10	0.500838
46	5	9	-0.27884899999999996
45	5	8	0.203757
44	5	7	0.958535
43	5	6	1.174116
42	5	5	-2.936201
41	5	4	1.46204
40	5	3	9.604192000000001
39	5	2	2.337444
38	5	1	2.455837
37	4	9	1.2532709999999998
36	4	8	8.428267
35	4	7	13.954504
34	4	6	4.199921
33	4	5	9.921748
32	4	4	4.414457
31	4	3	-4.204362000000001
30	4	2	3.509204
29	4	1	-22.571278
28	3	10	0.117653
27	3	9	-3.8990650000000002
26	3	8	0.8871209999999999
25	3	7	13.698092
24	3	6	6.940099999999999
23	3	5	14.087807999999999
22	3	4	10.729639
21	3	3	9.054561999999999
20	3	2	4.002371
19	3	1	4.7561599999999995
18	2	13	-2.002094
17	2	12	0.44881400000000005
16	2	11	-0.31355700000000003
15	2	10	-2.2696560000000003
14	2	9	-2.7844599999999997
13	2	8	-1.967366
12	2	7	-2.098218
11	2	6	-1.7363110000000002
10	2	5	-1.532409
9	2	4	-1.149433
8	2	3	-0.890251
7	2	2	-0.164241
6	2	1	-0.0272
5	1	6	-2.448857
4	1	5	5.464375
3	1	4	7.269644
2	1	3	-9.789502
1	1	2	12.312984
0	1	1	-12.441203
