	k	i	s
90	10	6	2.009353
89	10	5	-1.566691
88	10	4	-2.858838
87	10	3	1.7882509999999998
86	10	2	1.311094
85	10	1	-11.339516999999999
84	9	9	-0.024026
83	9	8	-0.45638
82	9	7	-0.322184
81	9	6	-0.452132
80	9	5	-0.824519
79	9	4	0.307936
78	9	3	1.667941
77	9	2	1.150986
76	9	1	2.283112
75	8	7	1.090784
74	8	6	0.764807
73	8	5	2.373376
72	8	4	1.798365
71	8	3	1.705988
70	8	2	2.622394
69	8	1	1.8892959999999999
68	7	9	-2.457748
67	7	8	-7.044846
66	7	7	-5.484712
65	7	6	6.446121999999999
64	7	5	-0.36095499999999997
63	7	4	-1.361276
62	7	3	20.062841
61	7	2	10.300254
60	7	1	2.2945290000000003
59	6	8	9.301686
58	6	7	-8.496476000000001
57	6	6	-5.526476000000001
56	6	5	-2.150041
55	6	4	0.304616
54	6	3	1.560207
53	6	2	0.9136049999999999
52	6	1	-5.529348000000001
51	5	14	-3.296087
50	5	13	-2.0113529999999997
49	5	12	-1.5808149999999999
48	5	11	-1.4863520000000001
47	5	10	-1.340994
46	5	9	-1.387247
45	5	8	-1.135716
44	5	7	0.037482999999999995
43	5	6	0.18223399999999998
42	5	5	-6.153342
41	5	4	-11.926506
40	5	3	-3.2766849999999996
39	5	2	-2.037809
38	5	1	0.534791
37	4	9	1.822516
36	4	8	-6.376618
35	4	7	23.169814
34	4	6	-0.5229020000000001
33	4	5	1.7947970000000002
32	4	4	-6.260294999999999
31	4	3	-12.824066
30	4	2	-20.229360999999997
29	4	1	-80.644501
28	3	10	1.6188200000000001
27	3	9	16.25362
26	3	8	8.469459
25	3	7	25.966097000000005
24	3	6	-12.395363
23	3	5	-3.065978
22	3	4	7.253477
21	3	3	7.334467
20	3	2	0.39980600000000005
19	3	1	2.7299729999999998
18	2	13	-1.5946559999999999
17	2	12	-4.6825
16	2	11	-0.9949030000000001
15	2	10	-1.7429830000000002
14	2	9	-0.514166
13	2	8	-0.668451
12	2	7	0.4273
11	2	6	0.251436
10	2	5	0.882273
9	2	4	0.714386
8	2	3	1.9520669999999998
7	2	2	1.497718
6	2	1	2.625634
5	1	6	3.066051
4	1	5	2.293565
3	1	4	30.195798999999997
2	1	3	6.393935
1	1	2	30.782982
0	1	1	5.242959
