	k	i	s
90	10	6	-0.341465
89	10	5	-2.760511
88	10	4	-2.838013
87	10	3	-0.19608
86	10	2	-1.127001
85	10	1	-7.013128
84	9	9	4.20936
83	9	8	4.763162
82	9	7	7.686584
81	9	6	0.696871
80	9	5	1.116798
79	9	4	0.731967
78	9	3	-1.1409049999999998
77	9	2	-1.298952
76	9	1	-0.917142
75	8	7	1.147804
74	8	6	-4.352066
73	8	5	-3.7509769999999993
72	8	4	-2.213846
71	8	3	-4.025981
70	8	2	-4.368392999999999
69	8	1	-2.063947
68	7	9	-5.103897
67	7	8	-8.975557
66	7	7	-7.546692999999999
65	7	6	-3.1466510000000003
64	7	5	-6.055136
63	7	4	1.442567
62	7	3	8.137217
61	7	2	16.982287
60	7	1	11.419705
59	6	8	10.833995999999999
58	6	7	18.605895999999998
57	6	6	15.117001
56	6	5	11.792983
55	6	4	7.9312309999999995
54	6	3	7.229686999999999
53	6	2	7.6344270000000005
52	6	1	4.851785
51	5	14	-7.223828999999999
50	5	13	-1.508749
49	5	12	-1.223214
48	5	11	-4.9220690000000005
47	5	10	-5.256956
46	5	9	-2.164805
45	5	8	-4.612341
44	5	7	-13.702673
43	5	6	-5.0330200000000005
42	5	5	-2.619583
41	5	4	2.7340400000000002
40	5	3	2.439345
39	5	2	0.699796
38	5	1	0.09260499999999999
37	4	9	-4.50669
36	4	8	-5.552037
35	4	7	-6.012001000000001
34	4	6	-12.003463
33	4	5	-4.920496
32	4	4	9.567960000000001
31	4	3	15.677102
30	4	2	12.139550999999999
29	4	1	23.556908
28	3	10	0.966967
27	3	9	31.230153
26	3	8	2.7623
25	3	7	37.459887
24	3	6	-5.746569999999999
23	3	5	13.438304
22	3	4	9.211305
21	3	3	6.719057
20	3	2	4.282087000000001
19	3	1	3.5836870000000003
18	2	13	4.606755000000001
17	2	12	9.356175
16	2	11	8.658311999999999
15	2	10	2.847362
14	2	9	2.793125
13	2	8	2.570433
12	2	7	2.762548
11	2	6	2.510242
10	2	5	2.431222
9	2	4	8.365524
8	2	3	0.949313
7	2	2	0.19967000000000001
6	2	1	0.7803770000000001
5	1	6	0.42411400000000005
4	1	5	0.64379
3	1	4	17.159407
2	1	3	3.565097
1	1	2	17.609201000000002
0	1	1	1.930941
