	k	i	s
90	10	6	-3.053371
89	10	5	-1.163331
88	10	4	-1.8857279999999998
87	10	3	-2.660924
86	10	2	-3.278439
85	10	1	-5.9424220000000005
84	9	9	5.745893
83	9	8	1.4910649999999999
82	9	7	5.999127
81	9	6	1.5628520000000001
80	9	5	1.43656
79	9	4	1.240145
78	9	3	-1.5332459999999999
77	9	2	-4.082096
76	9	1	-5.0877989999999995
75	8	7	-1.129584
74	8	6	-1.752756
73	8	5	-2.1186849999999997
72	8	4	-5.4425740000000005
71	8	3	-7.976922
70	8	2	-2.0361339999999997
69	8	1	-1.01616
68	7	9	-2.356329
67	7	8	-1.6992960000000001
66	7	7	1.176247
65	7	6	-2.759575
64	7	5	-0.275246
63	7	4	1.064338
62	7	3	6.172697
61	7	2	7.302461
60	7	1	2.707182
59	6	8	8.480397
58	6	7	-0.779788
57	6	6	0.8588040000000001
56	6	5	-0.059650999999999996
55	6	4	4.375648
54	6	3	-0.268893
53	6	2	1.0041069999999999
52	6	1	1.6461150000000002
51	5	14	2.0377080000000003
50	5	13	2.6856009999999997
49	5	12	2.735172
48	5	11	2.730216
47	5	10	3.80094
46	5	9	1.240043
45	5	8	1.348108
44	5	7	2.960299
43	5	6	6.768697
42	5	5	1.988877
41	5	4	-4.592336
40	5	3	1.6757090000000001
39	5	2	8.186041
38	5	1	1.265005
37	4	9	0.43286
36	4	8	3.8864129999999997
35	4	7	11.030476
34	4	6	6.751306
33	4	5	5.487582
32	4	4	4.482353
31	4	3	-14.529116
30	4	2	-22.36319
29	4	1	-54.184128
28	3	10	3.315115
27	3	9	16.865168
26	3	8	-2.2623
25	3	7	40.498257
24	3	6	-9.560616
23	3	5	-1.4335600000000004
22	3	4	19.980578
21	3	3	14.325684
20	3	2	10.256851
19	3	1	3.927353
18	2	13	0.634622
17	2	12	0.6943020000000001
16	2	11	0.553189
15	2	10	0.46066599999999996
14	2	9	-0.31351999999999997
13	2	8	-0.356095
12	2	7	-0.341832
11	2	6	-0.222084
10	2	5	1.250928
9	2	4	-1.349517
8	2	3	-0.15284199999999998
7	2	2	1.8717540000000001
6	2	1	1.524722
5	1	6	-2.7044580000000003
4	1	5	5.77895
3	1	4	9.84304
2	1	3	-9.891314999999999
1	1	2	20.801151
0	1	1	-16.169106
