k	j	i	s	
10	107	6	1.877378	
10	106	5	3.045396	
10	105	5	-0.254512	
10	104	4	0.657160	
10	103	4	0.454458	
10	102	3	-0.288353	
10	101	3	-1.684700	
10	100	2	-0.992016	
10	99	2	-1.660472	
10	98	1	-1.171404	
9	98	9	-2.354367	
9	97	9	-1.071477	
9	96	8	-1.371209	
9	95	8	-0.877648	
9	94	7	-1.173244	
9	93	7	1.661280	
9	92	6	3.652621	
9	91	6	4.007760	
9	90	5	4.272030	
9	89	4	5.427350	
9	88	3	4.041317	
9	87	2	4.523629	
9	86	1	1.873894	
8	86	7	2.455381	
8	85	7	3.050341	
8	84	6	2.044239	
8	83	5	-1.284184	
8	82	4	-1.802464	
8	81	4	-2.224934	
8	80	3	-3.261370	
8	79	3	-2.881016	
8	78	2	-3.654259	
8	77	2	-2.914331	
8	76	1	-0.769048	
7	76	9	-3.018090	
7	76	8	-3.623971	
7	75	7	-2.152678	
7	75	6	-1.463137	
7	74	5	-3.008763	
7	73	4	-0.248759	
7	72	3	1.058125	
7	71	2	0.267210	
7	70	1	1.493065	
6	70	8	-0.675197	
6	69	8	0.422346	
6	68	7	-5.899488	
6	67	7	-6.186077	
6	66	6	-2.428199	
6	65	6	3.613826	
6	64	5	4.576190	
6	63	5	5.437812	
6	62	4	2.636138	
6	62	3	1.036599	
6	61	2	1.747483	
6	61	1	0.524652	
5	61	14	0.775067	
5	60	13	3.609493	
5	60	12	3.687367	
5	59	11	2.851676	
5	59	10	3.015599	
5	58	9	3.153137	
5	58	8	3.431509	
5	57	7	2.978590	
5	57	6	2.944259	
5	56	5	4.425778	
5	56	4	4.428034	
5	55	3	4.492575	
5	55	2	4.457725	
5	54	1	7.882698	
4	54	9	3.117682	
4	54	8	2.216354	
4	53	7	22.501583	
4	52	6	22.190756	
4	51	5	22.004742	
4	50	4	24.045904	
4	49	3	41.404991	
4	48	2	30.861633	
4	47	1	25.244225	
3	47	10	0.914979	
3	46	9	-6.474342	
3	45	9	16.369949	
3	44	8	4.900615	
3	43	7	19.127642	
3	42	6	-0.407088	
3	42	5	1.542017	
3	41	4	2.305682	
3	41	3	2.317103	
3	40	2	1.787685	
3	40	1	2.111922	
2	40	13	0.156927	
2	39	12	1.124334	
2	39	11	0.985325	
2	38	10	-0.030464	
2	38	9	-0.535317	
2	37	8	-0.557895	
2	37	7	-0.806376	
2	36	6	-0.982554	
2	36	5	-1.226475	
2	35	4	-1.007546	
2	35	3	-1.017029	
2	34	2	-0.012970	
2	34	1	-0.604110	
1	34	6	0.252489	
1	33	5	3.209427	
1	33	4	7.410346	
1	32	3	5.289535	
1	31	2	16.045961	
1	30	1	3.419285	
