k	j	i	s	
10	141	6	2.029796	
10	140	5	0.390991	
10	139	4	-0.111527	
10	139	3	-0.342941	
10	138	2	-0.609851	
10	138	1	-0.461879	
9	138	9	-0.451702	
9	137	8	2.124245	
9	136	7	1.613643	
9	135	6	-0.306878	
9	135	5	-0.132906	
9	134	4	-0.346160	
9	134	3	-0.051699	
9	133	2	-4.085211	
9	132	1	-2.956083	
8	132	7	-3.163500	
8	131	6	-0.894198	
8	130	5	-4.097087	
8	129	4	-1.313751	
8	129	3	-1.741997	
8	128	2	-5.248289	
8	127	2	-3.596705	
8	126	1	-5.960571	
7	126	9	-3.735680	
7	125	9	-3.079041	
7	124	8	-5.193288	
7	123	8	-2.176434	
7	122	7	-2.451236	
7	121	7	-0.734023	
7	121	6	-1.030337	
7	120	5	-1.396323	
7	120	4	-1.619193	
7	119	3	-1.278723	
7	119	2	-0.950906	
7	118	1	-3.264965	
6	118	8	-1.278009	
6	117	7	1.230771	
6	117	6	1.343905	
6	116	5	0.446201	
6	116	4	0.090358	
6	115	3	0.610214	
6	115	2	-0.450170	
6	114	1	-0.715722	
5	114	14	1.597672	
5	114	13	0.013322	
5	113	12	1.995503	
5	113	11	0.874480	
5	112	10	0.784002	
5	112	9	0.659961	
5	111	8	2.598228	
5	111	7	2.382293	
5	110	6	2.760286	
5	110	5	2.833755	
5	109	4	3.848603	
5	109	3	3.916419	
5	108	2	3.204213	
5	108	1	3.581836	
4	108	9	2.866942	
4	107	8	3.832620	
4	107	7	6.360223	
4	106	6	18.087286	
4	105	5	22.588276	
4	104	4	17.715330	
4	103	4	15.640511	
4	102	3	52.809490	
4	101	2	13.690720	
4	100	1	40.844067	
3	100	10	0.644539	
3	99	10	-3.001390	
3	98	9	36.444073	
3	97	8	6.291084	
3	96	7	38.038864	
3	95	6	-2.572231	
3	94	5	-11.148377	
3	93	4	0.161254	
3	93	3	-0.978640	
3	92	2	-5.317487	
3	91	2	2.549254	
3	90	1	-4.241501	
2	90	13	1.648712	
2	89	13	1.647653	
2	89	12	0.756571	
2	88	11	1.063453	
2	88	10	-0.497452	
2	87	9	-0.768818	
2	87	8	-0.672827	
2	86	7	-0.396242	
2	86	6	-0.216265	
2	85	5	-1.587411	
2	85	4	-1.829524	
2	84	3	-2.453759	
2	84	2	-2.574982	
2	83	1	-6.974348	
1	83	6	0.606493	
1	83	5	1.382352	
1	82	4	-0.644721	
1	82	3	1.274931	
1	81	2	3.824513	
1	80	1	1.890576	
