k	j	i	s	
10	232	6	0.073982	
10	232	5	0.578587	
10	231	4	1.088368	
10	230	3	2.469086	
10	229	2	0.893577	
10	229	1	0.608382	
9	229	9	1.536885	
9	228	8	5.307199	
9	227	8	1.468989	
9	227	7	1.155938	
9	226	6	4.203846	
9	225	6	1.715255	
9	225	5	1.655306	
9	224	4	1.924245	
9	224	3	1.768946	
9	223	2	2.534760	
9	222	1	0.241666	
8	222	7	-1.418575	
8	222	6	-1.575845	
8	221	5	-0.353321	
8	221	4	0.118763	
8	220	3	-0.655553	
8	220	2	-0.824844	
8	219	1	-3.553892	
7	219	9	1.805371	
7	218	8	-0.348504	
7	217	7	6.323094	
7	216	6	-1.284614	
7	215	6	-5.540635	
7	214	5	-1.581861	
7	214	4	-3.331046	
7	213	3	0.860145	
7	213	2	-2.387885	
7	212	1	-2.779780	
6	212	8	0.350299	
6	212	7	-0.668937	
6	211	6	-1.853057	
6	211	5	-0.416455	
6	210	4	-4.170574	
6	210	3	-2.019891	
6	209	2	1.858742	
6	209	1	1.283709	
5	209	14	-0.010233	
5	208	13	-5.386595	
5	208	12	-5.607826	
5	207	11	-0.024275	
5	207	10	-0.447483	
5	206	9	-1.947014	
5	206	8	-2.304295	
5	205	7	2.370317	
5	205	6	2.153309	
5	204	5	2.070744	
5	204	4	1.855296	
5	203	3	2.676831	
5	203	2	2.448453	
5	202	1	-4.357088	
4	202	9	3.358891	
4	202	8	1.953224	
4	201	7	9.055688	
4	201	6	8.710671	
4	200	5	17.981432	
4	199	4	25.905939	
4	198	3	5.720263	
4	197	2	19.941650	
4	196	1	1.633742	
3	196	10	4.573341	
3	195	9	20.964748	
3	194	8	0.601432	
3	193	7	17.855835	
3	192	6	-2.448454	
3	191	6	-1.805683	
3	190	5	1.400906	
3	189	5	1.972351	
3	189	4	1.563647	
3	188	3	7.916392	
3	187	2	6.831010	
3	186	1	1.757950	
2	186	13	-4.757048	
2	185	13	-6.619515	
2	184	12	-3.517441	
2	183	11	-2.848797	
2	183	10	-4.058252	
2	182	9	-4.823973	
2	182	8	-4.834033	
2	181	7	-3.649969	
2	181	6	-3.300429	
2	180	5	-4.967289	
2	180	4	-5.281504	
2	179	3	-4.999793	
2	179	2	-4.796911	
2	178	1	-9.581178	
1	178	6	-4.317041	
1	177	5	-1.445269	
1	177	4	-4.159757	
1	176	3	-9.177426	
1	176	2	-6.467957	
1	175	1	-11.165781	
