k	j	i	s	
10	303	6	-0.026564	
10	302	5	2.011025	
10	301	4	1.319722	
10	301	3	1.558238	
10	300	2	0.613890	
10	300	1	0.470304	
9	300	9	1.724651	
9	299	8	1.472417	
9	299	7	1.614905	
9	298	6	0.039134	
9	298	5	-0.142793	
9	297	4	0.355511	
9	297	3	0.144196	
9	296	2	0.862144	
9	296	1	2.012228	
8	296	7	0.450853	
8	295	6	-0.440229	
8	295	5	-0.201790	
8	294	4	1.428639	
8	294	3	1.794273	
8	293	2	-0.579759	
8	293	1	-0.553201	
7	293	9	1.306643	
7	292	8	1.449907	
7	291	7	0.124274	
7	290	6	0.320828	
7	289	6	-0.530764	
7	288	5	1.487354	
7	287	5	-0.959019	
7	287	4	-2.456240	
7	286	3	-3.411153	
7	286	2	-3.207107	
7	285	1	-13.320445	
6	285	8	-3.708681	
6	285	7	-2.479409	
6	284	6	-6.479535	
6	284	5	-4.993045	
6	283	4	-6.488194	
6	282	3	-3.379740	
6	282	2	-5.041698	
6	281	1	-7.814265	
5	281	14	-3.344577	
5	281	13	0.221084	
5	280	12	-6.398644	
5	279	11	-0.778955	
5	279	10	-1.026165	
5	278	9	-3.688138	
5	278	8	-3.456933	
5	277	7	-0.813588	
5	277	6	-0.817275	
5	276	5	-0.861169	
5	276	4	-0.799809	
5	275	3	-0.168969	
5	275	2	-0.346459	
5	274	1	-2.009494	
4	274	9	-0.816107	
4	274	8	-1.402508	
4	273	7	8.863979	
4	272	6	6.274128	
4	271	5	18.280861	
4	270	4	-0.989681	
4	269	3	55.691071	
4	268	2	-0.430179	
4	267	2	4.326922	
4	267	1	25.723328	
3	267	10	0.974052	
3	266	9	-24.013798	
3	265	9	24.061584	
3	264	8	-0.437802	
3	263	7	14.129252	
3	263	6	2.020974	
3	262	5	-4.887043	
3	262	4	-5.255116	
3	261	3	-5.144535	
3	261	2	-3.997482	
3	260	1	-7.809226	
2	260	13	-2.542449	
2	260	12	-2.724917	
2	259	11	-3.293757	
2	259	10	-3.458752	
2	258	9	-1.551977	
2	258	8	-1.516715	
2	257	7	-2.864258	
2	257	6	-2.652574	
2	256	5	-3.040234	
2	256	4	-3.300662	
2	255	3	-4.864637	
2	255	2	-4.900038	
2	254	1	-12.170651	
1	254	6	3.511142	
1	253	6	0.795045	
1	253	5	-0.497745	
1	252	4	13.720028	
1	251	4	-2.154948	
1	251	3	-2.521047	
1	250	2	10.748903	
1	249	1	-5.877781	
