k	j	i	s	
10	206	6	2.554504	
10	205	6	2.209625	
10	204	5	2.647816	
10	203	5	0.515422	
10	202	4	1.185606	
10	201	4	-1.835380	
10	200	3	1.430459	
10	199	3	-0.489049	
10	198	2	0.726738	
10	197	2	-1.361664	
10	196	1	1.728698	
9	196	9	0.177738	
9	195	9	4.068924	
9	194	8	9.385533	
9	193	7	13.494706	
9	192	6	5.007424	
9	192	5	4.935113	
9	191	4	14.371424	
9	190	3	12.008998	
9	189	3	20.842382	
9	188	2	16.231930	
9	187	2	5.542516	
9	187	1	8.599363	
8	187	7	6.063335	
8	186	6	4.288619	
8	185	5	10.625118	
8	184	4	4.519521	
8	183	4	6.610813	
8	182	3	5.751974	
8	181	3	5.159248	
8	180	2	6.298910	
8	179	2	0.188812	
8	178	1	-1.498094	
7	178	9	-7.236614	
7	177	9	-10.086975	
7	176	8	-11.579335	
7	175	8	-1.245090	
7	175	7	-1.461002	
7	174	6	-2.919209	
7	174	5	-3.335558	
7	173	4	-0.756396	
7	173	3	-0.865187	
7	172	2	0.416269	
7	171	2	-0.808716	
7	170	1	1.666342	
6	170	8	9.197940	
6	169	8	4.476856	
6	168	7	8.615564	
6	167	7	8.255864	
6	166	6	11.721497	
6	165	6	10.104785	
6	165	5	9.768402	
6	164	4	16.334482	
6	163	4	21.060457	
6	162	3	16.486660	
6	161	2	10.066383	
6	161	1	10.111556	
5	161	14	5.684722	
5	160	13	7.690035	
5	160	12	8.035892	
5	159	11	16.860945	
5	158	10	18.796534	
5	157	9	16.889902	
5	156	8	18.030315	
5	155	7	8.184073	
5	155	6	8.197711	
5	154	5	17.781757	
5	153	4	17.237112	
5	152	3	17.326950	
5	151	3	13.573030	
5	150	2	13.743163	
5	149	2	6.335214	
5	149	1	6.441984	
4	149	9	-1.285231	
4	148	8	-1.577776	
4	148	7	0.310937	
4	147	6	-1.185529	
4	147	5	-0.737089	
4	146	4	1.276273	
4	146	3	-3.465693	
4	145	2	0.657143	
4	144	1	-13.664902	
3	144	10	-3.152860	
3	143	9	-0.636161	
3	143	8	-0.485433	
3	142	7	5.827192	
3	141	6	11.739892	
3	140	5	13.217974	
3	139	4	10.192398	
3	138	3	13.445326	
3	137	3	15.181642	
3	136	2	8.065566	
3	136	1	8.270806	
2	136	13	5.119061	
2	135	12	4.364720	
2	135	11	4.535075	
2	134	10	5.257325	
2	134	9	4.800816	
2	133	8	5.396913	
2	133	7	5.468023	
2	132	6	5.863233	
2	132	5	6.010849	
2	131	4	6.094054	
2	131	3	6.488554	
2	130	2	11.689386	
2	129	2	6.518011	
2	129	1	6.639504	
1	129	6	-0.259298	
1	128	5	11.909696	
1	127	4	27.976971	
1	126	3	33.322441	
1	125	3	20.454458	
1	124	2	29.624773	
1	123	2	10.896445	
1	122	1	9.407532	
