k	j	i	s	
10	110	6	5.940779	
10	109	6	7.030167	
10	108	5	1.282071	
10	107	5	6.035563	
10	106	4	1.428717	
10	105	4	4.151646	
10	104	3	2.909629	
10	103	3	3.055535	
10	102	2	2.104798	
10	101	2	5.341066	
10	100	1	1.420862	
9	100	9	-2.348090	
9	99	9	0.272818	
9	98	8	-0.129583	
9	97	8	1.837628	
9	96	7	6.552946	
9	95	7	7.285012	
9	94	6	7.863225	
9	93	6	3.576191	
9	93	5	3.533998	
9	92	4	12.505674	
9	91	3	14.418739	
9	90	2	16.621830	
9	89	2	12.391958	
9	88	1	6.493030	
8	88	7	1.082778	
8	87	7	0.307949	
8	87	6	-1.128468	
8	86	5	7.622750	
8	85	5	1.503013	
8	84	4	3.464704	
8	83	4	4.761866	
8	82	3	5.816793	
8	81	3	5.550536	
8	80	2	-0.139862	
8	79	2	0.732291	
8	79	1	2.227880	
7	79	9	-4.179259	
7	78	8	-2.689968	
7	78	7	-3.413842	
7	77	6	1.864187	
7	77	5	2.260486	
7	76	4	-3.595488	
7	76	3	-1.705401	
7	75	2	5.271686	
7	75	1	3.879804	
6	75	8	3.183122	
6	74	7	4.791843	
6	74	6	4.828320	
6	73	5	9.339028	
6	72	4	12.507604	
6	71	4	5.871857	
6	71	3	3.467255	
6	70	2	1.239347	
6	70	1	1.993002	
5	70	14	2.061191	
5	69	13	5.074332	
5	69	12	5.129586	
5	68	11	11.592525	
5	67	11	14.585731	
5	66	10	11.698776	
5	65	10	10.292808	
5	64	9	7.108786	
5	63	9	3.876665	
5	63	8	3.857620	
5	62	7	5.114301	
5	62	6	5.179865	
5	61	5	4.876106	
5	61	4	4.868552	
5	60	3	9.152543	
5	59	2	2.939977	
5	59	1	2.864340	
4	59	9	0.804327	
4	58	8	1.943368	
4	58	7	6.434902	
4	57	6	7.438911	
4	56	5	10.623458	
4	55	4	-0.529968	
4	55	3	-5.853497	
4	54	2	9.434783	
4	53	2	1.711202	
4	52	1	-17.483179	
3	52	10	-10.313519	
3	51	10	-9.267018	
3	50	9	-11.228368	
3	49	9	-13.946081	
3	48	8	-0.113868	
3	47	8	-2.720081	
3	46	7	24.174562	
3	45	7	29.468838	
3	44	6	5.014444	
3	44	5	5.574389	
3	43	4	4.821299	
3	43	3	3.533434	
3	42	2	8.395184	
3	42	1	6.381986	
2	42	13	1.077502	
2	41	12	-3.649169	
2	41	11	-3.973998	
2	40	10	-0.784403	
2	40	9	-1.660576	
2	39	8	-3.150560	
2	39	7	-3.254281	
2	38	6	-1.283524	
2	38	5	-1.038655	
2	37	4	-2.341955	
2	37	3	-1.787508	
2	36	2	-1.859120	
2	36	1	-0.992209	
1	36	6	2.952861	
1	35	5	11.579592	
1	34	4	40.086178	
1	33	3	12.419168	
1	32	2	38.609154	
1	31	2	6.751138	
1	30	1	11.779146	
