k	j	i	s	
10	64	6	2.596498	
10	63	6	-4.011054	
10	62	5	4.292663	
10	61	5	-1.269305	
10	60	4	5.918534	
10	59	4	0.705741	
10	58	3	5.852191	
10	57	3	-0.649195	
10	56	2	2.329975	
10	55	2	-1.335220	
10	54	1	-1.644591	
9	54	9	-3.290173	
9	53	9	-2.695090	
9	52	8	-5.334349	
9	51	8	-2.394694	
9	50	7	-0.702655	
9	49	7	1.279510	
9	48	6	2.673239	
9	47	5	1.529631	
9	47	4	1.120955	
9	46	3	6.537937	
9	45	3	3.306165	
9	44	2	3.661600	
9	43	2	1.299386	
9	43	1	2.327763	
8	43	7	2.015771	
8	42	6	0.616665	
8	42	5	1.012567	
8	41	4	2.351237	
8	40	3	1.355320	
8	39	3	0.797169	
8	38	2	0.658594	
8	37	2	-0.006574	
8	36	1	-2.340201	
7	36	9	-1.983103	
7	36	8	-2.571758	
7	35	7	-2.546844	
7	35	6	-1.999615	
7	34	5	-1.942918	
7	33	5	1.039012	
7	32	4	0.534400	
7	31	3	2.613747	
7	30	2	1.944212	
7	29	2	5.279719	
7	28	1	2.663020	
6	28	8	2.635814	
6	27	8	3.375330	
6	26	7	4.729225	
6	25	6	8.829600	
6	24	5	6.491672	
6	23	4	8.344733	
6	22	3	9.536889	
6	21	2	5.579300	
6	21	1	4.422081	
5	21	14	1.632280	
5	20	13	2.158563	
5	20	12	2.496409	
5	19	11	2.034349	
5	19	10	2.052552	
5	18	9	2.435273	
5	18	8	2.581362	
5	17	7	2.500816	
5	17	6	2.612096	
5	16	5	2.861066	
5	16	4	3.078389	
5	15	3	3.131114	
5	15	2	3.213824	
5	14	1	4.706174	
4	14	9	1.611024	
4	14	8	2.182155	
4	13	7	13.277191	
4	12	6	8.308957	
4	11	5	17.005657	
4	10	4	9.565770	
4	9	3	10.898537	
4	8	2	12.383953	
4	7	2	-8.544024	
4	6	1	-27.033516	
3	6	10	-0.532912	
3	5	9	4.378855	
3	4	9	-7.939687	
3	4	1	2.653949	
2	4	13	2.914365	
2	4	1	-12.541209	
1	4	6	-5.276999	
1	4	1	-26.009897	
