k	j	i	s	
10	92	6	-1.600773	
10	92	5	-1.672537	
10	91	4	-1.979757	
10	91	3	-1.152792	
10	90	2	-0.983171	
10	89	1	-2.200444	
9	89	9	1.680957	
9	88	8	2.919711	
9	87	8	1.399839	
9	87	7	1.168278	
9	86	6	4.570395	
9	85	6	2.087546	
9	85	5	1.795029	
9	84	4	5.241080	
9	83	4	2.580061	
9	83	3	2.218128	
9	82	2	1.490452	
9	81	2	1.579889	
9	81	1	1.778942	
8	81	7	0.590297	
8	80	6	-1.626485	
8	79	5	2.821914	
8	78	4	-0.112629	
8	77	4	-0.929605	
8	76	3	-0.882449	
8	75	3	-3.458406	
8	74	2	-3.076312	
8	73	2	-4.994271	
8	72	1	-5.954366	
7	72	9	-2.242983	
7	71	9	-1.499173	
7	70	8	-1.294646	
7	70	7	-1.242002	
7	69	6	-0.322818	
7	68	5	-0.196285	
7	68	4	-0.874261	
7	67	3	2.628403	
7	66	2	-1.972127	
7	65	2	-0.465655	
7	64	1	-0.715144	
6	64	8	3.359226	
6	63	8	2.778980	
6	62	7	7.331058	
6	61	6	12.020726	
6	60	5	9.895658	
6	59	4	14.626397	
6	58	3	13.398325	
6	57	3	13.370207	
6	56	2	6.099493	
6	56	1	7.661190	
5	56	14	2.990636	
5	55	13	3.223505	
5	55	12	3.609275	
5	54	11	4.615136	
5	54	10	4.790241	
5	53	9	6.786453	
5	53	8	6.964838	
5	52	7	6.481668	
5	52	6	6.607465	
5	51	5	6.845866	
5	51	4	7.057753	
5	50	3	12.062692	
5	49	2	6.756511	
5	49	1	6.887182	
4	49	9	4.179552	
4	48	8	8.397674	
4	47	7	18.006033	
4	46	6	16.675158	
4	45	5	22.323330	
4	44	4	12.837214	
4	43	4	5.126365	
4	42	3	28.839151	
4	41	2	5.120561	
4	40	1	16.125851	
3	40	10	-9.078566	
3	39	10	-7.248694	
3	38	9	14.483536	
3	37	8	-5.001225	
3	36	7	27.100882	
3	35	6	2.712809	
3	35	5	3.415422	
3	34	4	3.432358	
3	33	3	4.895860	
3	32	2	1.189382	
3	32	1	2.017995	
2	32	13	0.724990	
2	31	12	1.995664	
2	31	11	1.752152	
2	30	10	0.605068	
2	30	9	0.513009	
2	29	8	1.354941	
2	29	7	1.373563	
2	28	6	1.241146	
2	28	5	1.522459	
2	27	4	1.147154	
2	27	3	1.641139	
2	26	2	0.353691	
2	26	1	0.604977	
1	26	6	2.977936	
1	25	5	8.056561	
1	24	4	13.673034	
1	23	3	13.298203	
1	22	2	11.457996	
1	21	2	9.391851	
1	20	1	4.730299	
