k	j	i	s	
10	63	6	0.567578	
10	62	5	-0.626712	
10	62	4	-1.227027	
10	61	3	0.250926	
10	61	2	-0.692447	
10	60	1	-5.993161	
9	60	9	-3.252103	
9	60	8	-2.347087	
9	59	7	-2.300786	
9	59	6	-2.568939	
9	58	5	-1.858304	
9	58	4	-1.086570	
9	57	3	-2.966449	
9	57	2	-2.886590	
9	56	1	-2.788716	
8	56	7	-1.467028	
8	56	6	-1.042431	
8	55	5	-2.385833	
8	54	4	-3.122743	
8	53	4	-1.088723	
8	52	3	-2.452396	
8	51	3	-1.637840	
8	50	2	-1.186971	
8	50	1	-0.808297	
7	50	9	-2.917811	
7	49	8	-2.299083	
7	49	7	-2.691146	
7	48	6	-1.883666	
7	48	5	-1.203692	
7	47	4	-0.846557	
7	46	3	1.821003	
7	45	3	-3.284298	
7	44	2	-0.527070	
7	43	2	-1.271989	
7	42	1	-7.379476	
6	42	8	0.193709	
6	41	8	5.298408	
6	40	7	-1.231356	
6	40	6	-0.304105	
6	39	5	2.404356	
6	38	4	-1.428802	
6	38	3	-2.195963	
6	37	2	-1.388320	
6	37	1	-0.162414	
5	37	14	0.039859	
5	36	13	1.470127	
5	36	12	1.459129	
5	35	11	1.731577	
5	35	10	1.662089	
5	34	9	1.466085	
5	34	8	1.282131	
5	33	7	1.493924	
5	33	6	1.338613	
5	32	5	1.080700	
5	32	4	1.193126	
5	31	3	1.034959	
5	31	2	1.216878	
5	30	1	3.890674	
4	30	9	1.838738	
4	30	8	1.498240	
4	29	7	12.212269	
4	28	6	15.828675	
4	27	5	9.216949	
4	26	4	18.693325	
4	25	3	1.946137	
4	25	2	-7.026010	
4	24	1	-32.369579	
3	24	10	-0.405403	
3	24	9	3.117167	
3	23	8	-3.210819	
3	23	7	3.916623	
3	22	6	-1.630947	
3	22	5	-3.214185	
3	21	4	-1.022871	
3	21	3	-1.380445	
3	20	2	-0.907335	
3	20	1	-0.279574	
2	20	13	-0.411356	
2	19	12	-1.503237	
2	19	11	-2.045843	
2	18	10	-2.675058	
2	18	9	-2.194637	
2	17	8	0.247995	
2	17	7	0.448788	
2	16	6	-0.385972	
2	16	5	-0.064031	
2	15	4	-0.728784	
2	15	3	-0.587025	
2	14	2	-1.923178	
2	14	1	-1.922522	
1	14	6	-0.829375	
1	13	5	21.167404	
1	12	4	0.852998	
1	12	3	-3.024866	
1	11	2	28.449286	
1	10	1	-3.190113	
