k	j	i	s	
10	75	6	-3.207084	
10	74	5	-1.550468	
10	74	4	-1.782727	
10	73	3	-4.012670	
10	73	2	-4.130338	
10	72	1	-2.094387	
9	72	9	-3.095164	
9	72	8	-2.776027	
9	71	7	-4.038195	
9	71	6	-4.272548	
9	70	5	-2.796005	
9	70	4	-2.379026	
9	69	3	-0.425169	
9	69	2	0.080261	
9	68	1	-5.298895	
8	68	7	-0.739001	
8	67	7	1.599617	
8	66	6	-4.501334	
8	65	5	1.628039	
8	64	4	-3.797258	
8	63	4	-3.201605	
8	62	3	-5.313838	
8	61	3	-2.615535	
8	60	2	-4.268333	
8	59	2	-3.195623	
8	58	1	-4.658495	
7	58	9	-3.487363	
7	57	8	-2.523878	
7	57	7	-2.487760	
7	56	6	-2.424529	
7	56	5	-1.635828	
7	55	4	-1.801596	
7	55	3	-4.365775	
7	54	2	-0.235738	
7	54	1	-1.231235	
6	54	8	2.399271	
6	53	7	-0.847303	
6	53	6	-2.382410	
6	52	5	1.665545	
6	52	4	-0.064074	
6	51	3	-2.038476	
6	51	2	-1.268472	
6	50	1	-4.795356	
5	50	14	1.816781	
5	49	13	2.013380	
5	49	12	1.348483	
5	48	11	2.400937	
5	47	11	4.808011	
5	46	10	0.652815	
5	46	9	0.487005	
5	45	8	0.732123	
5	45	7	0.799821	
5	44	6	1.896395	
5	44	5	1.785605	
5	43	4	1.988536	
5	43	3	2.029360	
5	42	2	4.882894	
5	41	2	2.707253	
5	41	1	2.815597	
4	41	9	1.636785	
4	40	8	1.306194	
4	39	7	16.804869	
4	38	6	16.779139	
4	37	5	17.254398	
4	36	4	23.541586	
4	35	3	21.577566	
4	34	2	19.869715	
4	33	2	-7.591533	
4	33	1	9.093328	
3	33	10	-0.690730	
3	32	9	-2.091943	
3	31	9	13.535497	
3	30	8	-0.477500	
3	29	7	19.521915	
3	28	6	1.625666	
3	28	5	3.620675	
3	27	4	2.589399	
3	27	3	3.856080	
3	26	2	8.710279	
3	25	2	1.853945	
3	25	1	2.186697	
2	25	13	1.540433	
2	24	12	4.287845	
2	23	12	2.201891	
2	23	11	2.153460	
2	22	10	1.313194	
2	22	9	1.052764	
2	21	8	-0.304130	
2	21	7	-0.300877	
2	20	6	1.975501	
2	20	5	2.114763	
2	19	4	1.766060	
2	19	3	2.276920	
2	18	2	1.859437	
2	17	2	5.488149	
2	16	1	-1.044282	
1	16	6	-0.121101	
1	16	5	0.677248	
1	15	4	-3.689441	
1	15	3	-1.715803	
1	14	2	7.204009	
1	13	1	-5.193043	
