k	j	i	s	
10	64	6	0.910781	
10	63	5	0.467661	
10	63	4	0.340228	
10	62	3	-1.199172	
10	62	2	-1.503741	
10	61	1	-1.167130	
9	61	9	-2.143681	
9	61	8	-3.075898	
9	60	7	-3.164065	
9	60	6	-3.532993	
9	59	5	-2.357465	
9	59	4	-2.008417	
9	58	3	-1.931195	
9	58	2	-1.580838	
9	57	1	-6.595832	
8	57	7	-2.513841	
8	57	6	-2.906030	
8	56	5	-3.587079	
8	56	4	-2.903180	
8	55	3	-0.039628	
8	55	2	-0.382122	
8	54	1	-5.410037	
7	54	9	-3.615171	
7	54	8	-4.124742	
7	53	7	-4.165410	
7	53	6	-3.540737	
7	52	5	-4.447563	
7	52	4	-3.973653	
7	51	3	-1.502399	
7	51	2	-0.495565	
7	50	1	-9.164855	
6	50	8	-4.351294	
6	49	7	6.914433	
6	48	6	8.289566	
6	47	6	5.934656	
6	46	5	4.241334	
6	45	4	3.017783	
6	45	3	2.630589	
6	44	2	4.602355	
6	44	1	1.451818	
5	44	14	0.746854	
5	43	13	1.213347	
5	43	12	1.732341	
5	42	11	0.736639	
5	42	10	0.612347	
5	41	9	1.539068	
5	41	8	1.615974	
5	40	7	1.117747	
5	40	6	1.244132	
5	39	5	2.303727	
5	39	4	2.483863	
5	38	3	2.153807	
5	38	2	2.422674	
5	37	1	4.188454	
4	37	9	0.000178	
4	37	8	0.018844	
4	36	7	14.841040	
4	35	6	11.326220	
4	34	5	9.523069	
4	33	4	14.410164	
4	32	3	31.260765	
4	31	2	18.647650	
4	30	1	26.535822	
3	30	10	-1.163906	
3	29	10	-6.374119	
3	28	9	19.389183	
3	27	8	-3.913179	
3	26	7	26.479717	
3	25	6	1.062934	
3	25	5	1.296699	
3	24	4	1.609209	
3	24	3	2.886499	
3	23	2	8.042061	
3	22	1	5.096412	
2	22	13	2.892110	
2	21	13	3.734937	
2	20	12	3.440550	
2	19	11	2.033518	
2	19	10	1.520280	
2	18	9	1.785186	
2	18	8	1.743527	
2	17	7	1.125830	
2	17	6	1.065165	
2	16	5	2.022263	
2	16	4	1.530460	
2	15	3	1.769148	
2	15	2	0.889732	
2	14	1	-3.558949	
1	14	6	9.503944	
1	13	5	10.079578	
1	12	4	22.794449	
1	11	3	7.964956	
1	10	2	21.192108	
1	9	2	9.737944	
1	8	1	2.710047	
