k	j	i	s	
10	70	6	-2.791527	
10	69	5	-1.334054	
10	69	4	-2.029129	
10	68	3	-2.863513	
10	68	2	-3.444015	
10	67	1	-6.117786	
9	67	9	-3.433259	
9	67	8	-3.916521	
9	66	7	-2.693826	
9	66	6	-3.210699	
9	65	5	-2.245442	
9	65	4	-3.552528	
9	64	3	-4.815860	
9	64	2	-4.891448	
9	63	1	-9.994142	
8	63	7	-2.171567	
8	63	6	-2.670600	
8	62	5	-0.634891	
8	62	4	-1.114944	
8	61	3	-2.144434	
8	61	2	-2.610449	
8	60	1	-6.727309	
7	60	9	-1.947762	
7	60	8	-2.225378	
7	59	7	-3.833448	
7	59	6	-3.757291	
7	58	5	-1.671065	
7	58	4	-1.538888	
7	57	3	-1.381107	
7	57	2	0.553467	
7	56	1	-5.542760	
6	56	8	-2.151533	
6	56	7	-1.768981	
6	55	6	-0.444674	
6	55	5	-1.304549	
6	54	4	-1.016288	
6	54	3	-0.779585	
6	53	2	-1.909630	
6	53	1	-1.033446	
5	53	14	-0.998520	
5	52	13	-1.634865	
5	51	12	-1.284388	
5	50	11	-2.395242	
5	49	11	-0.696128	
5	49	10	-0.734268	
5	48	9	0.325487	
5	48	8	0.253520	
5	47	7	0.816874	
5	47	6	0.750636	
5	46	5	1.444302	
5	46	4	1.493916	
5	45	3	1.663574	
5	45	2	1.740016	
5	44	1	2.723419	
4	44	9	5.322489	
4	43	8	7.809952	
4	42	7	8.792258	
4	42	6	6.489533	
4	41	5	11.127009	
4	40	4	13.268144	
4	39	4	7.458742	
4	38	3	22.487671	
4	37	2	-1.046793	
4	36	1	11.160547	
3	36	10	-11.727291	
3	35	10	-8.527540	
3	34	9	8.524239	
3	33	8	-5.650145	
3	32	7	17.467316	
3	31	6	-3.034609	
3	30	5	-3.365899	
3	29	5	1.513442	
3	29	4	0.908524	
3	28	3	4.457126	
3	27	3	8.506557	
3	26	2	3.793940	
3	25	2	2.466212	
3	25	1	3.387329	
2	25	13	2.535951	
2	24	12	7.081830	
2	23	11	7.884031	
2	22	10	7.145041	
2	21	10	5.998999	
2	20	9	3.790428	
2	19	8	2.679749	
2	19	7	2.629481	
2	18	6	7.353256	
2	17	5	6.101177	
2	16	4	6.321154	
2	15	3	6.035721	
2	14	2	2.891636	
2	13	2	1.991290	
2	13	1	2.855609	
1	13	6	-3.479531	
1	12	5	-1.556490	
1	12	4	-2.274541	
1	11	3	5.587166	
1	10	2	1.010178	
1	9	1	1.966199	
