k	j	i	s	
10	55	6	-1.294232	
10	55	5	-0.627429	
10	54	4	-3.286430	
10	54	3	-3.497488	
10	53	2	0.456578	
10	53	1	0.315070	
9	53	9	-2.274899	
9	52	8	-3.428101	
9	52	7	-2.655510	
9	51	6	-1.973920	
9	51	5	-2.024571	
9	50	4	-1.381805	
9	49	4	-0.674365	
9	49	3	-1.333939	
9	48	2	-0.576433	
9	47	2	0.993857	
9	46	1	-3.070984	
8	46	7	-0.507161	
8	46	6	-0.568325	
8	45	5	-1.344558	
8	44	4	-0.817124	
8	43	3	-0.863875	
8	43	2	-0.764750	
8	42	1	-1.475715	
7	42	9	-2.494020	
7	42	8	-2.508886	
7	41	7	-0.808012	
7	41	6	-0.160705	
7	40	5	0.333295	
7	39	5	-3.511491	
7	38	4	-1.411078	
7	37	3	-2.398541	
7	36	2	1.734074	
7	35	2	-6.430427	
7	34	1	0.196905	
6	34	8	-2.459422	
6	33	8	-1.029689	
6	32	7	2.267409	
6	32	6	1.042985	
6	31	5	0.051311	
6	31	4	-1.595064	
6	30	3	-2.959389	
6	30	2	-3.158992	
6	29	1	0.970230	
5	29	14	1.270570	
5	29	13	0.010856	
5	28	12	1.930906	
5	28	11	0.883109	
5	27	10	-0.934474	
5	27	9	-0.916212	
5	26	8	5.807181	
5	26	7	6.204902	
5	25	6	1.655425	
5	25	5	1.285520	
5	24	4	2.897977	
5	24	3	2.865119	
5	23	2	0.427346	
5	23	1	0.722392	
4	23	9	2.490153	
4	22	8	5.925064	
4	22	7	9.869855	
4	21	6	4.398125	
4	20	5	17.131739	
4	19	4	9.972104	
4	18	3	26.039335	
4	17	2	4.721854	
4	16	1	16.385881	
3	16	10	-5.876214	
3	15	10	-4.435402	
3	14	9	9.794701	
3	13	8	-3.289134	
3	12	7	18.312967	
3	11	6	0.262928	
3	11	5	0.555402	
3	10	4	9.457669	
3	9	3	1.580597	
3	8	2	3.070446	
3	8	1	3.536841	
2	8	13	0.588152	
2	7	12	0.160424	
2	6	11	1.251269	
2	5	10	-2.928834	
2	4	10	-4.524094	
2	4	1	-1.595013	
1	4	6	4.085093	
1	4	1	-20.170738	
