k	j	i	s	
10	77	6	-2.750764	
10	76	5	-1.866881	
10	76	4	-2.591209	
10	75	3	-2.137934	
10	75	2	-2.713767	
10	74	1	-7.682617	
9	74	9	-2.481671	
9	74	8	-2.397704	
9	73	7	-3.111518	
9	73	6	-2.661786	
9	72	5	-1.981538	
9	72	4	-2.023267	
9	71	3	-2.268151	
9	71	2	-1.727736	
9	70	1	-3.583729	
8	70	7	2.537318	
8	69	6	-1.375761	
8	69	5	-0.979137	
8	68	4	1.473435	
8	68	3	-0.212199	
8	67	2	-0.690797	
8	67	1	-0.823679	
7	67	9	-2.788019	
7	66	8	-2.461002	
7	66	7	-2.008304	
7	65	6	-3.791535	
7	65	5	-2.671282	
7	64	4	-1.231785	
7	64	3	-2.062140	
7	63	2	0.252223	
7	63	1	1.000619	
6	63	8	1.308038	
6	62	7	2.730590	
6	61	6	4.869013	
6	60	5	4.863442	
6	59	4	6.941386	
6	58	3	5.150276	
6	57	2	4.433524	
6	57	1	3.409038	
5	57	14	1.415052	
5	56	13	1.486081	
5	56	12	1.885012	
5	55	11	1.234399	
5	55	10	1.192859	
5	54	9	1.605649	
5	54	8	1.697168	
5	53	7	2.120203	
5	53	6	2.251522	
5	52	5	2.720976	
5	52	4	2.938644	
5	51	3	6.108283	
5	50	2	7.010410	
5	49	2	3.456830	
5	49	1	3.530073	
4	49	9	0.468511	
4	48	8	2.518094	
4	48	7	5.836025	
4	47	6	15.877525	
4	46	5	8.053638	
4	45	4	15.970426	
4	44	3	-14.588950	
4	43	3	17.248247	
4	42	2	-8.389072	
4	41	1	-1.868206	
3	41	10	-4.473693	
3	40	9	-16.745724	
3	39	9	17.988903	
3	38	8	-1.278180	
3	37	7	26.053116	
3	36	6	1.117201	
3	36	5	1.451244	
3	35	4	2.522193	
3	34	3	8.344035	
3	33	3	3.169421	
3	32	2	1.819388	
3	32	1	2.863938	
2	32	13	1.936068	
2	31	12	2.204240	
2	31	11	2.301100	
2	30	10	5.770445	
2	29	10	2.258284	
2	29	9	2.123866	
2	28	8	3.591606	
2	28	7	3.540356	
2	27	6	2.922956	
2	27	5	2.732399	
2	26	4	3.265233	
2	26	3	2.828682	
2	25	2	2.792584	
2	25	1	2.063789	
1	25	6	2.213748	
1	24	5	13.895181	
1	23	4	21.621778	
1	22	3	19.251646	
1	21	3	17.020620	
1	20	2	13.181857	
1	19	2	9.864462	
1	18	1	-1.500097	
