k	j	i	s	
10	104	6	-0.851444	
10	104	5	-0.608563	
10	103	4	-1.098047	
10	103	3	-1.150051	
10	102	2	-0.561823	
10	102	1	-0.920607	
9	102	9	-2.143915	
9	101	8	-0.372438	
9	101	7	-0.520805	
9	100	6	-4.432522	
9	100	5	-4.274799	
9	99	4	-2.355800	
9	99	3	-2.374354	
9	98	2	-3.556121	
9	98	1	-2.485533	
8	98	7	0.236708	
8	97	6	0.098296	
8	97	5	0.582320	
8	96	4	1.813010	
8	96	3	1.830682	
8	95	2	3.615103	
8	95	1	3.645205	
7	95	9	1.733736	
7	94	8	5.073694	
7	93	8	7.277203	
7	92	7	5.585244	
7	91	7	6.461032	
7	90	6	7.331032	
7	89	5	8.166584	
7	88	4	8.791423	
7	87	4	9.215553	
7	86	3	7.524608	
7	85	3	0.706863	
7	84	2	2.276958	
7	83	2	-0.358228	
7	82	1	4.868705	
6	82	8	0.731306	
6	81	8	0.673201	
6	80	7	0.621907	
6	80	6	1.111512	
6	79	5	2.642080	
6	78	4	5.009670	
6	77	3	2.891175	
6	76	2	4.098555	
6	75	2	1.593732	
6	75	1	1.891674	
5	75	14	-0.702786	
5	74	13	-0.588412	
5	74	12	-0.502413	
5	73	11	0.707333	
5	73	10	0.747301	
5	72	9	0.488012	
5	72	8	0.675223	
5	71	7	2.766674	
5	70	6	1.988468	
5	69	6	2.965401	
5	68	5	3.579163	
5	67	5	2.986426	
5	66	4	1.951194	
5	65	4	3.966836	
5	64	3	3.752346	
5	63	3	5.012904	
5	62	2	6.670664	
5	61	2	3.011583	
5	61	1	2.735546	
4	61	9	1.444540	
4	60	8	1.642195	
4	59	7	7.412374	
4	58	6	8.504329	
4	57	5	2.831706	
4	56	4	8.162587	
4	55	3	-3.437025	
4	55	2	-3.078941	
4	54	1	-24.575659	
3	54	10	-0.335152	
3	53	10	-6.863439	
3	52	9	-10.818538	
3	51	9	-5.931927	
3	50	8	-0.097684	
3	49	8	-0.868595	
3	48	7	-9.170096	
3	47	7	1.809159	
3	46	6	5.811093	
3	45	6	-4.056940	
3	44	5	-1.998217	
3	43	5	4.607051	
3	42	4	6.815161	
3	41	3	6.831852	
3	40	2	5.786284	
3	39	2	3.616140	
3	39	1	3.391485	
2	39	13	1.227771	
2	38	12	1.385373	
2	38	11	1.068874	
2	37	10	0.189679	
2	37	9	-0.056184	
2	36	8	-0.037919	
2	36	7	0.147837	
2	35	6	0.269339	
2	35	5	0.524508	
2	34	4	0.119611	
2	34	3	0.547160	
2	33	2	1.646417	
2	32	1	0.226578	
1	32	6	-2.358382	
1	32	5	-1.522017	
1	31	4	3.676414	
1	30	3	1.318400	
1	29	2	6.066986	
1	28	1	-0.846790	
