k	j	i	s	
10	130	6	1.215520	
10	129	6	-0.635366	
10	128	5	1.248571	
10	127	5	1.594401	
10	127	4	1.476920	
10	126	3	3.284134	
10	125	3	5.002916	
10	124	2	2.322384	
10	124	1	2.470220	
9	124	9	1.722806	
9	123	8	4.210705	
9	123	7	4.672962	
9	122	6	3.518850	
9	121	5	6.008789	
9	120	4	4.285720	
9	119	4	6.858107	
9	118	3	3.130812	
9	117	3	2.475347	
9	116	2	-1.935808	
9	115	2	-0.455908	
9	115	1	-0.571266	
8	115	7	-3.766470	
8	114	6	-2.286607	
8	114	5	-1.867061	
8	113	4	-1.675063	
8	112	3	-1.953814	
8	111	3	-0.710790	
8	111	2	-0.987228	
8	110	1	-4.625530	
7	110	9	4.693984	
7	109	9	6.016684	
7	108	8	4.906507	
7	107	8	7.629889	
7	106	7	6.150048	
7	105	7	8.381372	
7	104	6	6.720684	
7	103	6	7.685132	
7	102	5	8.478612	
7	101	5	8.183228	
7	100	4	6.834133	
7	99	4	7.286864	
7	98	3	5.424362	
7	97	3	6.423108	
7	96	2	6.020185	
7	95	2	8.091166	
7	94	1	7.976277	
6	94	8	7.008219	
6	93	7	2.436914	
6	93	6	1.942145	
6	92	5	7.506664	
6	91	5	9.054575	
6	90	4	9.615157	
6	89	3	9.181149	
6	88	2	10.705091	
6	87	2	4.737244	
6	87	1	5.290837	
5	87	14	4.327533	
5	86	13	4.316307	
5	86	12	4.641590	
5	85	11	10.004840	
5	84	10	9.998015	
5	83	10	11.354039	
5	82	9	10.504955	
5	81	9	8.875486	
5	80	8	9.978164	
5	79	8	8.386430	
5	78	7	8.001972	
5	77	7	8.991609	
5	76	6	7.534639	
5	75	6	0.786723	
5	74	5	-0.310960	
5	73	5	0.755812	
5	72	4	2.211060	
5	71	4	4.209990	
5	70	3	5.172146	
5	69	2	0.874377	
5	68	1	2.448687	
4	68	9	2.982187	
4	67	9	3.483850	
4	67	8	2.065950	
4	66	7	31.748842	
4	65	7	2.628707	
4	65	6	1.564551	
4	64	5	3.214266	
4	64	4	0.196878	
4	63	3	-13.880768	
4	63	2	-21.310120	
4	62	1	-59.384552	
3	62	10	1.465116	
3	62	9	16.386766	
3	61	8	10.543840	
3	60	7	35.080261	
3	59	6	2.203275	
3	59	5	3.535971	
3	58	4	-0.196137	
3	58	3	0.480111	
3	57	2	4.418159	
3	57	1	2.073129	
2	57	13	1.944866	
2	56	12	1.476091	
2	56	11	1.539964	
2	55	10	1.817235	
2	55	9	1.481067	
2	54	8	1.283581	
2	54	7	1.555082	
2	53	6	0.723836	
2	53	5	0.957455	
2	52	4	0.637116	
2	52	3	0.887852	
2	51	2	-0.294887	
2	51	1	0.616996	
1	51	6	1.196174	
1	50	5	-0.124776	
1	50	4	1.236799	
1	49	3	7.976691	
1	48	2	5.603482	
1	47	1	5.272871	
