k	j	i	s	
10	106	6	1.170681	
10	105	5	0.937210	
10	104	4	1.332441	
10	103	3	-0.038753	
10	102	2	-1.335160	
10	101	2	-1.708982	
10	100	1	1.386379	
9	100	9	-0.020378	
9	99	8	-0.491738	
9	99	7	-0.600040	
9	98	6	3.265841	
9	97	6	0.588098	
9	97	5	0.395689	
9	96	4	-0.628257	
9	95	4	-1.077607	
9	95	3	-1.747607	
9	94	2	0.698676	
9	94	1	0.480828	
8	94	7	0.360718	
8	93	6	0.573811	
8	93	5	0.192360	
8	92	4	-1.128031	
8	91	4	-1.736566	
8	90	3	-2.575389	
8	89	3	-7.086355	
8	88	2	-2.580864	
8	87	2	-3.506373	
8	86	1	0.378752	
7	86	9	4.000556	
7	85	9	6.170811	
7	84	8	1.696720	
7	83	8	7.709091	
7	82	7	4.255475	
7	81	7	5.065652	
7	80	6	6.936550	
7	79	6	4.485916	
7	78	5	4.248664	
7	77	5	2.281842	
7	76	4	1.648789	
7	75	3	1.346381	
7	74	2	-2.865904	
7	73	2	-1.659130	
7	72	1	-3.572039	
6	72	8	-5.992490	
6	71	8	0.482019	
6	70	7	-1.237560	
6	69	6	0.967958	
6	68	5	-1.252644	
6	67	4	2.486197	
6	66	3	0.671650	
6	65	2	1.930066	
6	64	1	-2.659857	
5	64	14	-1.325401	
5	64	13	-1.615269	
5	63	12	-0.867578	
5	63	11	-0.678835	
5	62	10	0.056687	
5	61	10	1.166712	
5	60	9	0.866828	
5	59	9	1.785187	
5	58	8	1.395757	
5	57	8	1.903108	
5	57	7	1.798771	
5	56	6	4.921072	
5	55	6	7.505621	
5	54	5	4.200511	
5	53	5	2.563559	
5	52	4	-2.491764	
5	51	4	-0.397231	
5	50	3	-1.942384	
5	49	3	0.225097	
5	48	2	-0.172728	
5	47	2	-2.012455	
5	46	1	-5.924138	
4	46	9	-1.314799	
4	46	8	-4.393413	
4	45	7	4.336241	
4	45	6	-0.274817	
4	44	5	-12.137423	
4	44	4	-16.613628	
4	43	3	-22.976505	
4	43	2	-10.147942	
4	42	1	-21.370211	
3	42	10	3.488024	
3	41	9	19.830160	
3	40	8	6.102723	
3	39	7	18.159510	
3	38	6	0.193534	
3	37	6	2.297858	
3	36	5	0.860385	
3	36	4	0.941415	
3	35	3	0.911018	
3	35	2	-0.831182	
3	34	1	0.736039	
2	34	13	0.116613	
2	34	12	-1.443982	
2	33	11	-1.352438	
2	33	10	-0.890742	
2	32	9	-0.707046	
2	32	8	-0.991197	
2	31	7	-0.162804	
2	31	6	-0.094434	
2	30	5	0.270730	
2	30	4	0.405463	
2	29	3	-1.099756	
2	29	2	-0.897614	
2	28	1	-2.222607	
1	28	6	0.381182	
1	28	5	1.952156	
1	27	4	-0.999521	
1	27	3	-0.371253	
1	26	2	4.644086	
1	25	1	-1.847825	
