k	j	i	s	
10	128	6	0.708370	
10	127	6	-1.610487	
10	126	5	4.084382	
10	125	5	2.363436	
10	124	4	4.608927	
10	123	4	3.176641	
10	122	3	9.005876	
10	121	3	5.932385	
10	120	2	10.451077	
10	119	2	5.465122	
10	119	1	5.500795	
9	119	9	5.118444	
9	118	8	10.625319	
9	117	7	10.381988	
9	116	6	10.217071	
9	115	6	9.676133	
9	114	5	10.471261	
9	113	4	4.506991	
9	113	3	4.415404	
9	112	2	8.500593	
9	111	2	3.114662	
9	110	1	4.049170	
8	110	7	4.102228	
8	109	6	1.600159	
8	109	5	1.794603	
8	108	4	9.868140	
8	107	4	10.203328	
8	106	3	10.736108	
8	105	3	11.095355	
8	104	2	12.102721	
8	103	2	5.556225	
8	103	1	6.187643	
7	103	9	3.953351	
7	102	8	6.835527	
7	101	8	8.559246	
7	100	7	8.149529	
7	99	7	11.224684	
7	98	6	13.008450	
7	97	5	14.388198	
7	96	4	12.423135	
7	95	4	12.790499	
7	94	3	7.160120	
7	93	3	9.536302	
7	92	2	3.363005	
7	91	2	5.089790	
7	90	1	3.865749	
6	90	8	4.059068	
6	89	8	0.167176	
6	89	7	-0.300952	
6	88	6	1.563334	
6	87	5	3.089917	
6	86	4	2.886622	
6	85	3	-0.278513	
6	84	2	1.249771	
6	84	1	0.849204	
5	84	14	1.163426	
5	83	13	1.103694	
5	83	12	1.134546	
5	82	11	2.097259	
5	81	11	2.058322	
5	80	10	2.972522	
5	79	10	1.152840	
5	79	9	1.032817	
5	78	8	0.735212	
5	77	8	2.478507	
5	76	7	1.759147	
5	75	7	3.136803	
5	74	6	4.402472	
5	73	6	6.429731	
5	72	5	3.989999	
5	71	5	-4.137372	
5	70	4	-0.621901	
5	69	4	-0.045092	
5	68	3	5.281745	
5	67	3	3.667969	
5	66	2	1.966952	
5	66	1	2.084278	
4	66	9	-3.540267	
4	65	8	-4.588049	
4	65	7	-8.870272	
4	64	6	-14.689160	
4	64	5	-2.908406	
4	63	4	-7.797192	
4	62	3	3.273746	
4	61	2	-6.003964	
4	60	1	1.729275	
3	60	10	1.605500	
3	59	9	28.503632	
3	58	8	5.206089	
3	57	7	33.483234	
3	56	6	1.071526	
3	56	5	0.745293	
3	55	4	0.173658	
3	55	3	0.904210	
3	54	2	2.613873	
3	54	1	4.730632	
2	54	13	0.644682	
2	53	12	0.765708	
2	53	11	0.960758	
2	52	10	-0.152594	
2	52	9	-0.113853	
2	51	8	-0.049373	
2	51	7	-0.066590	
2	50	6	-1.694124	
2	50	5	-1.708583	
2	49	4	-1.904348	
2	49	3	-1.590590	
2	48	2	-2.289624	
2	48	1	-1.950449	
1	48	6	-0.815354	
1	47	5	1.726707	
1	47	4	5.669347	
1	46	3	5.257174	
1	45	2	12.121166	
1	44	1	4.149546	
