k	j	i	s	
10	108	6	1.181123	
10	107	5	0.528700	
10	106	4	2.115374	
10	105	3	0.614617	
10	105	2	0.561209	
10	104	1	2.794279	
9	104	9	0.380099	
9	104	8	0.256496	
9	103	7	-0.286943	
9	103	6	0.761131	
9	102	5	6.031862	
9	101	5	1.074879	
9	101	4	0.501286	
9	100	3	2.693399	
9	99	3	1.089594	
9	98	2	0.654572	
9	97	2	0.205658	
9	96	1	-14.029872	
8	96	7	-7.218095	
8	95	6	-5.807019	
8	94	5	-0.374775	
8	93	5	2.989952	
8	92	4	5.030080	
8	91	4	7.551337	
8	90	3	5.499191	
8	89	3	6.413005	
8	88	2	3.676161	
8	87	2	2.766808	
8	87	1	3.161008	
7	87	9	2.152012	
7	86	8	4.309234	
7	85	8	5.887327	
7	84	7	6.210173	
7	83	7	8.378539	
7	82	6	9.845787	
7	81	5	11.946826	
7	80	4	10.273213	
7	79	4	8.830126	
7	78	3	5.689178	
7	77	3	6.420885	
7	76	2	-0.100030	
7	75	2	-4.948414	
7	74	1	-1.215853	
6	74	8	3.018016	
6	73	8	9.688803	
6	72	7	7.044483	
6	71	6	12.163653	
6	70	5	6.747396	
6	69	4	11.206570	
6	68	3	10.026495	
6	67	3	12.173053	
6	66	2	7.593946	
6	65	2	1.474145	
6	65	1	3.055359	
5	65	14	0.591982	
5	64	13	-0.360268	
5	64	12	0.117643	
5	63	11	3.694222	
5	62	10	3.183415	
5	61	10	6.090484	
5	60	9	4.470574	
5	59	9	4.458492	
5	58	8	3.979721	
5	57	8	5.081077	
5	56	7	3.299974	
5	55	7	7.170790	
5	54	6	7.885877	
5	53	6	9.516997	
5	52	5	7.630871	
5	51	5	6.665368	
5	50	4	-0.558392	
5	49	4	-0.421639	
5	48	3	1.309036	
5	47	3	5.141520	
5	46	2	7.181254	
5	45	2	1.404536	
5	45	1	1.502690	
4	45	9	-3.604071	
4	44	8	-4.391497	
4	44	7	-5.983038	
4	43	6	-5.819377	
4	43	5	-8.911198	
4	42	4	-1.719147	
4	42	3	5.414086	
4	41	2	-15.313061	
4	40	1	23.295792	
3	40	10	3.731469	
3	39	10	0.669805	
3	38	9	23.404732	
3	37	8	-0.387433	
3	36	7	31.747036	
3	35	6	-1.577755	
3	34	5	10.732326	
3	33	5	1.859394	
3	33	4	1.101577	
3	32	3	4.813847	
3	32	2	3.143586	
3	31	1	1.374850	
2	31	13	0.505214	
2	31	12	-0.010074	
2	30	11	0.089264	
2	30	10	-0.807761	
2	29	9	-0.992441	
2	29	8	-0.827590	
2	28	7	-1.023240	
2	28	6	-0.850321	
2	27	5	-1.233355	
2	27	4	-0.969476	
2	26	3	-1.746477	
2	26	2	-1.721277	
2	25	1	-4.419111	
1	25	6	-1.120270	
1	25	5	-0.131832	
1	24	4	-1.447398	
1	24	3	0.268868	
1	23	2	4.244378	
1	22	1	-2.358146	
