k	j	i	s	
10	108	6	2.394013	
10	107	6	2.833683	
10	106	5	2.957980	
10	105	5	4.348921	
10	104	4	-0.033162	
10	103	4	3.448467	
10	102	3	2.369849	
10	101	3	2.261866	
10	100	2	1.296459	
10	99	2	1.971300	
10	98	1	-0.117629	
9	98	9	1.643591	
9	97	9	1.281270	
9	97	8	0.175631	
9	96	7	1.051670	
9	95	7	1.818371	
9	94	6	-5.349316	
9	93	5	-1.694471	
9	93	4	-2.004335	
9	92	3	-4.999347	
9	91	2	1.538322	
9	90	1	-5.611027	
8	90	7	-6.025036	
8	89	7	0.351071	
8	88	6	-1.858425	
8	87	6	7.024273	
8	86	5	9.380694	
8	85	5	9.902018	
8	84	4	9.396991	
8	83	3	11.096736	
8	82	2	5.009205	
8	82	1	4.421884	
7	82	9	6.130314	
7	81	8	13.709963	
7	80	7	11.658232	
7	79	7	12.069109	
7	78	6	12.777967	
7	77	6	10.540421	
7	76	5	10.206416	
7	75	5	9.869853	
7	74	4	6.632974	
7	73	4	3.902607	
7	72	3	4.439939	
7	71	3	1.461623	
7	70	2	3.203375	
7	69	2	1.709636	
7	69	1	2.008417	
6	69	8	0.465249	
6	68	7	-2.487510	
6	67	6	1.233659	
6	66	5	4.032382	
6	65	4	3.930085	
6	64	3	1.971193	
6	63	2	0.416248	
6	63	1	-0.687742	
5	63	14	0.687135	
5	62	13	2.368346	
5	61	12	1.643807	
5	60	11	0.952681	
5	60	10	0.976877	
5	59	9	3.205909	
5	58	8	3.413621	
5	57	7	4.574453	
5	56	6	1.412283	
5	56	5	1.416006	
5	55	4	3.494235	
5	54	3	5.081234	
5	53	3	6.558726	
5	52	2	2.067278	
5	52	1	2.103220	
4	52	9	0.598941	
4	51	8	0.177214	
4	51	7	4.637804	
4	50	6	17.170816	
4	49	5	18.653570	
4	48	4	7.510005	
4	47	4	1.435475	
4	47	3	1.090610	
4	46	2	4.398544	
4	45	2	-9.556694	
4	44	1	-34.326199	
3	44	10	-9.895855	
3	43	10	-10.075984	
3	42	9	-4.348050	
3	41	9	-8.067842	
3	40	8	-8.107430	
3	39	8	4.820884	
3	38	7	-5.778298	
3	37	7	40.225323	
3	36	6	1.184187	
3	36	5	2.917032	
3	35	4	2.719646	
3	35	3	3.299960	
3	34	2	1.855450	
3	34	1	2.556596	
2	34	13	1.351431	
2	33	12	1.748897	
2	33	11	1.502112	
2	32	10	1.698731	
2	32	9	1.332956	
2	31	8	0.516938	
2	31	7	0.401714	
2	30	6	0.799130	
2	30	5	0.871136	
2	29	4	-0.345376	
2	29	3	-0.369187	
2	28	2	0.032212	
2	28	1	0.189414	
1	28	6	1.167533	
1	27	5	-0.582505	
1	27	4	1.383459	
1	26	3	15.321152	
1	25	3	-1.205383	
1	24	2	11.323346	
1	23	1	-2.461030	
