k	j	i	s	
10	98	6	0.666496	
10	97	6	-1.323476	
10	96	5	4.849123	
10	95	5	0.650952	
10	95	4	0.391201	
10	94	3	6.154601	
10	93	3	1.536989	
10	92	2	2.165021	
10	92	1	2.405513	
9	92	9	2.242349	
9	91	8	1.081233	
9	91	7	1.140010	
9	90	6	10.003925	
9	89	5	7.350239	
9	88	4	8.639670	
9	87	4	0.964786	
9	86	3	0.379652	
9	85	3	-3.142945	
9	84	2	-3.685525	
9	83	1	-9.344046	
8	83	7	-5.743973	
8	82	6	-8.307037	
8	81	6	-5.002965	
8	80	5	-1.335557	
8	79	5	-0.749755	
8	78	4	-2.161384	
8	77	4	-1.350926	
8	76	3	1.228656	
8	75	3	2.249446	
8	74	2	2.047351	
8	73	2	5.202118	
8	72	1	4.552766	
7	72	9	4.775499	
7	71	9	6.371211	
7	70	8	5.505085	
7	69	7	5.994440	
7	68	6	5.136704	
7	67	6	5.205645	
7	66	5	4.581162	
7	65	4	3.424404	
7	64	3	3.640620	
7	63	3	3.302199	
7	62	2	5.477669	
7	61	2	1.997902	
7	61	1	3.373608	
6	61	8	2.089438	
6	60	7	4.072642	
6	59	6	2.478163	
6	58	5	2.181707	
6	57	4	-0.547743	
6	56	3	0.290489	
6	55	3	0.419814	
6	54	2	2.360775	
6	53	2	-3.652027	
6	52	1	5.218050	
5	52	14	0.986889	
5	51	14	2.382911	
5	50	13	0.896006	
5	50	12	0.926993	
5	49	11	2.484558	
5	48	10	5.172347	
5	47	10	7.376339	
5	46	9	10.259340	
5	45	8	6.247815	
5	44	7	2.661376	
5	43	7	2.333752	
5	42	6	4.478799	
5	41	5	6.130740	
5	40	4	6.753626	
5	39	3	5.485928	
5	38	2	2.242711	
5	37	1	1.527853	
4	37	9	0.989719	
4	37	8	0.994033	
4	36	7	17.246691	
4	35	7	0.497292	
4	35	6	-1.604511	
4	34	5	-0.809093	
4	34	4	-2.418576	
4	33	3	-21.955288	
4	33	2	-13.537515	
4	32	1	-52.263241	
3	32	10	2.602481	
3	32	9	13.222982	
3	31	8	1.512158	
3	30	7	32.605896	
3	29	6	3.018734	
3	28	5	9.683645	
3	27	4	9.775653	
3	26	3	9.379353	
3	25	3	2.746886	
3	24	2	3.883120	
3	24	1	4.542903	
2	24	13	-0.200802	
2	23	12	0.938321	
2	23	11	0.783966	
2	22	10	-0.690644	
2	22	9	-0.937989	
2	21	8	-1.036422	
2	21	7	-0.898451	
2	20	6	-1.556844	
2	20	5	-1.442517	
2	19	4	-2.112986	
2	19	3	-1.861918	
2	18	2	-0.750389	
2	18	1	-0.520412	
1	18	6	-2.899279	
1	17	5	-1.749667	
1	17	4	0.194781	
1	16	3	-2.933762	
1	15	2	2.865239	
1	14	1	-6.001132	
