k	j	i	s	
10	90	6	-2.189963	
10	90	5	-1.683248	
10	89	4	-1.705180	
10	89	3	-1.500831	
10	88	2	-1.007717	
10	88	1	-1.264985	
9	88	9	-1.683711	
9	87	8	-0.631290	
9	87	7	-0.282456	
9	86	6	-3.000681	
9	86	5	-3.372077	
9	85	4	-0.240439	
9	85	3	1.010822	
9	84	2	-1.138033	
9	83	1	4.464803	
8	83	7	-0.308918	
8	83	6	-1.730241	
8	82	5	-1.951418	
8	82	4	-4.057484	
8	81	3	-3.606123	
8	81	2	-4.154057	
8	80	1	-10.838507	
7	80	9	-3.443374	
7	80	8	-3.926517	
7	79	7	-1.687734	
7	79	6	-2.158698	
7	78	5	-4.034912	
7	78	4	-3.299425	
7	77	3	-1.778304	
7	77	2	-1.549679	
7	76	1	-2.764904	
6	76	8	0.632271	
6	76	7	0.906621	
6	75	6	-0.151175	
6	75	5	0.066876	
6	74	4	2.675380	
6	73	3	1.015648	
6	72	2	3.563556	
6	71	2	1.042452	
6	71	1	1.042630	
5	71	14	-1.463492	
5	70	13	-3.407944	
5	70	12	-2.805752	
5	69	11	-2.830381	
5	69	10	-2.833372	
5	68	9	-3.146216	
5	68	8	-2.785764	
5	67	7	-1.974035	
5	67	6	-1.772930	
5	66	5	-3.281049	
5	66	4	-3.013083	
5	65	3	-1.688006	
5	65	2	-1.406049	
5	64	1	-6.367301	
4	64	9	-2.769394	
4	64	8	-2.963610	
4	63	7	-2.562552	
4	63	6	-2.629234	
4	62	5	-0.500648	
4	61	5	-2.893737	
4	60	4	-6.397651	
4	59	3	4.694672	
4	58	2	-10.555964	
4	57	2	-17.399460	
4	56	1	-24.045105	
3	56	10	-3.071430	
3	55	10	1.508139	
3	54	9	8.948100	
3	53	8	3.023707	
3	52	7	4.894083	
3	51	7	-8.084730	
3	50	6	-8.341112	
3	49	6	-5.978749	
3	48	5	-7.334360	
3	47	5	-9.627795	
3	46	4	-11.651572	
3	45	4	-2.148199	
3	44	3	-4.170274	
3	43	3	2.146444	
3	43	2	0.969194	
3	42	1	-3.345305	
2	42	13	6.081313	
2	41	13	9.245573	
2	40	12	7.750040	
2	39	12	9.853765	
2	38	11	12.708085	
2	37	10	5.695766	
2	37	9	5.708042	
2	36	8	5.828646	
2	36	7	5.935214	
2	35	6	12.674222	
2	34	5	12.964588	
2	33	5	12.879210	
2	32	4	13.804521	
2	31	4	14.061554	
2	30	3	13.618148	
2	29	2	5.062418	
2	29	1	5.425261	
1	29	6	0.528463	
1	28	5	6.773455	
1	28	4	9.346106	
1	27	3	8.021985	
1	26	2	18.539055	
1	25	2	1.664876	
1	24	1	5.006567	
