k	j	i	s	
10	92	6	-3.881759	
10	91	5	-1.417695	
10	91	4	-1.678606	
10	90	3	-2.648207	
10	90	2	-2.759321	
10	89	1	-4.563888	
9	89	9	-1.923972	
9	89	8	-1.835712	
9	88	7	-2.204882	
9	88	6	-1.379395	
9	87	5	-2.625200	
9	86	4	-0.125012	
9	85	3	0.022649	
9	84	2	-2.884340	
9	83	1	-2.145274	
8	83	7	-2.489106	
8	82	6	-1.181154	
8	81	5	-2.005492	
8	80	4	0.032800	
8	79	4	1.114165	
8	78	3	2.653710	
8	77	3	0.778024	
8	76	2	2.062278	
8	76	1	2.109443	
7	76	9	0.517010	
7	75	8	-1.779740	
7	74	7	3.036136	
7	73	6	-0.624027	
7	73	5	-0.293382	
7	72	4	5.484133	
7	71	3	0.717881	
7	70	2	6.230584	
7	69	1	-2.015053	
6	69	8	-0.153212	
6	68	7	-0.803019	
6	67	7	-2.297672	
6	66	6	-0.664410	
6	65	6	4.401917	
6	64	5	2.603994	
6	63	4	3.218311	
6	63	3	0.333878	
6	62	2	0.492411	
6	62	1	-0.805428	
5	62	14	0.934328	
5	61	13	2.615626	
5	61	12	2.712817	
5	60	11	0.846080	
5	60	10	0.630541	
5	59	9	0.924939	
5	59	8	0.948439	
5	58	7	0.227336	
5	58	6	0.243249	
5	57	5	1.067704	
5	57	4	1.153856	
5	56	3	1.888323	
5	56	2	2.003762	
5	55	1	2.843765	
4	55	9	-0.982760	
4	55	8	-0.034342	
4	54	7	3.160409	
4	54	6	3.945400	
4	53	5	12.847800	
4	52	4	11.547267	
4	51	3	2.648998	
4	50	2	0.552163	
4	49	2	-14.664208	
4	48	1	3.358625	
3	48	10	-4.713069	
3	47	10	0.272165	
3	46	9	18.911743	
3	45	8	0.377716	
3	44	7	20.384682	
3	43	7	-12.375952	
3	42	6	-7.881646	
3	41	6	-7.429097	
3	40	5	-6.305493	
3	39	5	-0.167107	
3	38	4	6.743290	
3	37	4	8.244844	
3	36	3	9.753813	
3	35	2	1.844055	
3	35	1	1.512698	
2	35	13	2.182356	
2	34	12	7.530434	
2	33	12	6.963147	
2	32	11	6.887800	
2	31	10	3.093114	
2	31	9	3.110824	
2	30	8	7.127130	
2	29	7	6.159463	
2	28	6	3.423766	
2	28	5	3.398955	
2	27	4	2.930763	
2	27	3	2.770541	
2	26	2	2.616982	
2	26	1	2.202507	
1	26	6	3.238656	
1	25	5	0.652609	
1	24	4	26.550194	
1	23	3	6.577729	
1	22	2	27.843988	
1	21	2	0.632361	
1	20	1	6.809110	
