k	j	i	s	
10	102	6	0.338415	
10	102	5	0.246401	
10	101	4	-1.071056	
10	101	3	-0.240524	
10	100	2	1.308212	
10	99	2	0.052821	
10	98	1	2.442998	
9	98	9	1.797133	
9	97	9	-0.438430	
9	96	8	3.166066	
9	95	8	2.457062	
9	94	7	5.729173	
9	93	7	5.659055	
9	92	6	1.000656	
9	91	5	1.375577	
9	90	4	3.199666	
9	89	3	7.597892	
9	88	2	1.154922	
9	87	2	-2.804811	
9	86	1	-2.092526	
8	86	7	2.753084	
8	85	6	2.218588	
8	84	5	-2.454977	
8	83	4	-2.895522	
8	82	3	-4.009766	
8	81	3	-5.442954	
8	80	2	-2.867634	
8	79	2	-3.921897	
8	78	1	-2.295814	
7	78	9	1.051440	
7	77	9	1.381758	
7	76	8	-1.627995	
7	75	8	1.046891	
7	74	7	-0.932985	
7	73	6	0.016277	
7	72	5	-2.969499	
7	71	4	-1.144461	
7	70	3	-1.329771	
7	69	3	-1.651604	
7	68	2	0.272240	
7	67	2	-6.424350	
7	66	1	-5.555368	
6	66	8	-5.302027	
6	65	8	-3.048563	
6	64	7	3.151277	
6	63	6	7.582148	
6	62	5	6.928912	
6	61	4	7.907752	
6	60	3	4.374052	
6	59	2	4.285555	
6	59	1	3.692673	
5	59	14	0.064696	
5	58	13	2.034963	
5	58	12	2.543931	
5	57	11	1.298859	
5	57	10	1.421969	
5	56	9	1.887243	
5	56	8	2.084181	
5	55	7	0.190263	
5	55	6	0.182152	
5	54	5	-2.375837	
5	53	5	-1.486550	
5	52	4	2.645769	
5	51	4	4.958265	
5	50	3	1.623275	
5	50	2	1.697544	
5	49	1	1.634017	
4	49	9	0.154270	
4	49	8	-4.906800	
4	48	7	8.967471	
4	47	7	12.757037	
4	46	6	-6.882347	
4	46	5	-4.476927	
4	45	4	-0.417277	
4	44	3	-16.197468	
4	44	2	-10.722763	
4	43	1	-38.488155	
3	43	10	-0.422025	
3	43	9	3.883254	
3	42	8	0.390533	
3	41	7	2.549620	
3	40	6	-5.641763	
3	39	6	-5.491688	
3	38	5	-2.519516	
3	37	5	0.035665	
3	37	4	-1.170859	
3	36	3	1.359124	
3	36	2	0.222581	
3	35	1	-5.346316	
2	35	13	3.416146	
2	34	12	3.380676	
2	33	12	5.094396	
2	32	11	5.726034	
2	31	10	2.737717	
2	31	9	2.803124	
2	30	8	2.646719	
2	30	7	2.715811	
2	29	6	3.053347	
2	29	5	3.031008	
2	28	4	6.090612	
2	27	3	6.779169	
2	26	2	4.197645	
2	25	2	2.234237	
2	25	1	1.569591	
1	25	6	1.386624	
1	24	5	3.711940	
1	24	4	6.029992	
1	23	3	3.119913	
1	22	2	17.067965	
1	21	1	1.021193	
