k	j	i	s	
10	84	6	0.002602	
10	84	5	0.277905	
10	83	4	-1.175712	
10	83	3	-0.853184	
10	82	2	-0.132099	
10	82	1	-0.257347	
9	82	9	0.985843	
9	81	8	0.234519	
9	81	7	-0.183121	
9	80	6	2.562804	
9	79	6	3.058951	
9	78	5	2.165755	
9	77	5	1.576288	
9	77	4	1.508442	
9	76	3	4.719456	
9	75	3	2.375068	
9	74	2	0.956219	
9	73	1	-1.101325	
8	73	7	2.071000	
8	72	6	-0.375057	
8	71	5	-0.278757	
8	70	4	2.203369	
8	69	4	1.965510	
8	68	3	2.650877	
8	67	3	0.138747	
8	66	2	2.959476	
8	65	2	1.532345	
8	64	1	3.167784	
7	64	9	0.040926	
7	63	9	1.507627	
7	62	8	2.789361	
7	61	8	1.460222	
7	60	7	3.149151	
7	59	6	0.976739	
7	58	5	3.104561	
7	57	5	-0.203447	
7	57	4	-0.454365	
7	56	3	2.297425	
7	55	3	-1.437715	
7	54	2	-0.647910	
7	54	1	0.268131	
6	54	8	-1.172656	
6	53	7	-0.263747	
6	53	6	0.096968	
6	52	5	-1.574797	
6	51	4	0.629554	
6	50	3	1.471072	
6	49	2	2.346534	
6	49	1	1.115335	
5	49	14	-1.390769	
5	48	13	-0.795855	
5	48	12	-0.601776	
5	47	11	-0.423767	
5	47	10	-0.377683	
5	46	9	-0.544563	
5	46	8	-0.309936	
5	45	7	-0.189369	
5	45	6	-0.032782	
5	44	5	0.649489	
5	43	4	1.004921	
5	42	3	0.787776	
5	41	3	0.005768	
5	40	2	-1.523304	
5	39	1	-1.882794	
4	39	9	-2.573956	
4	39	8	-2.826895	
4	38	7	3.828772	
4	37	6	2.011996	
4	36	5	1.952092	
4	35	5	0.233184	
4	34	4	-1.848135	
4	33	3	10.187675	
4	32	2	-5.657458	
4	31	1	5.278794	
3	31	10	-5.185699	
3	30	9	-8.113311	
3	29	9	18.209488	
3	28	8	4.066170	
3	27	7	18.257196	
3	26	6	-6.263077	
3	25	6	-5.710317	
3	24	5	-8.925691	
3	23	5	-9.487747	
3	22	4	-10.414361	
3	21	4	-4.864907	
3	20	3	-2.584711	
3	19	3	-0.079954	
3	19	2	-0.996017	
3	18	1	-2.308187	
2	18	13	4.637779	
2	17	13	5.220924	
2	16	12	6.088846	
2	15	12	3.593442	
2	15	11	3.527843	
2	14	10	2.558031	
2	14	9	2.380273	
2	13	8	2.464018	
2	13	7	2.642509	
2	12	6	4.690863	
2	11	5	3.613223	
2	10	4	2.652427	
2	9	4	1.119623	
2	8	3	4.098814	
2	7	3	3.394283	
2	6	2	2.313300	
2	5	1	-2.366153	
1	5	6	-2.485029	
1	4	6	-2.088183	
1	4	1	-7.166132	
