	k	i	s
90	10	6	-3.949861
89	10	5	-3.3845080000000003
88	10	4	-9.500744000000001
87	10	3	-2.897166
86	10	2	-2.8597189999999997
85	10	1	-8.071788
84	9	9	-2.6812419999999997
83	9	8	-2.278692
82	9	7	0.040139999999999995
81	9	6	-1.368753
80	9	5	-3.554296
79	9	4	-3.525171
78	9	3	-1.3802649999999999
77	9	2	-1.3426770000000001
76	9	1	-6.367471
75	8	7	-4.20859
74	8	6	0.448792
73	8	5	-1.4253040000000001
72	8	4	-1.455266
71	8	3	0.39084800000000003
70	8	2	-1.560192
69	8	1	-7.873569
68	7	9	-1.3557629999999998
67	7	8	3.5565809999999995
66	7	7	-0.099192
65	7	6	-0.580016
64	7	5	3.238023
63	7	4	-1.07695
62	7	3	-2.396082
61	7	2	0.9137370000000001
60	7	1	0.606863
59	6	8	2.468153
58	6	7	5.780597
57	6	6	3.483109
56	6	5	9.216467999999999
55	6	4	1.700559
54	6	3	0.47235900000000003
53	6	2	-0.714263
52	6	1	-3.542379
51	5	14	0.101668
50	5	13	-0.40328400000000003
49	5	12	-1.3757709999999999
48	5	11	2.684813
47	5	10	3.6953120000000004
46	5	9	4.356823
45	5	8	7.617370000000001
44	5	7	8.561726
43	5	6	10.675717
42	5	5	13.026045
41	5	4	17.197580000000002
40	5	3	19.766721000000004
39	5	2	15.347660999999999
38	5	1	5.572221
37	4	9	3.279964
36	4	8	7.184680999999999
35	4	7	11.918484
34	4	6	27.695467
33	4	5	6.5942229999999995
32	4	4	8.716194
31	4	3	21.246318000000002
30	4	2	2.413971
29	4	1	0.598508
28	3	10	5.010507
27	3	9	27.040123
26	3	8	4.206942
25	3	7	35.03329
24	3	6	0.5730850000000001
23	3	5	0.48668900000000004
22	3	4	1.7510990000000002
21	3	3	2.687353
20	3	2	1.3551520000000001
19	3	1	2.7965470000000003
18	2	13	-1.6505639999999997
17	2	12	-3.1891380000000003
16	2	11	-2.505758
15	2	10	-3.333053
14	2	9	-3.087961
13	2	8	-2.917152
12	2	7	-3.5788860000000002
11	2	6	-3.6854940000000003
10	2	5	-3.360786
9	2	4	-3.490183
8	2	3	-3.680218
7	2	2	-3.858707
6	2	1	-8.633847
5	1	6	-7.569729
4	1	5	-4.575830000000001
3	1	4	-8.270268
2	1	3	-8.457237
1	1	2	-8.250326
0	1	1	-20.891014000000002
