	k	i	s
90	10	6	-2.685448
89	10	5	-1.764114
88	10	4	-2.2111549999999998
87	10	3	-1.9724110000000001
86	10	2	-2.1333889999999998
85	10	1	-5.789413
84	9	9	-2.644873
83	9	8	-2.696304
82	9	7	-2.442005
81	9	6	-2.487022
80	9	5	-3.7427309999999996
79	9	4	-2.7788779999999997
78	9	3	0.241745
77	9	2	-0.054532000000000004
76	9	1	-1.560994
75	8	7	-0.48238400000000003
74	8	6	-0.811137
73	8	5	0.244459
72	8	4	-0.619237
71	8	3	-0.607449
70	8	2	1.1960490000000001
69	8	1	-0.23629
68	7	9	-5.528431
67	7	8	-2.608927
66	7	7	-2.383301
65	7	6	-1.243687
64	7	5	-1.3761290000000002
63	7	4	-1.876159
62	7	3	5.244855
61	7	2	2.849519
60	7	1	0.283117
59	6	8	4.50186
58	6	7	7.948526
57	6	6	2.676734
56	6	5	19.216884999999998
55	6	4	6.285625
54	6	3	6.361338
53	6	2	8.263228999999999
52	6	1	6.276895
51	5	14	4.052783
50	5	13	3.020308
49	5	12	3.266511
48	5	11	4.644394999999999
47	5	10	4.651693
46	5	9	4.834959
45	5	8	4.710595
44	5	7	6.725917999999999
43	5	6	6.732783
42	5	5	6.476588
41	5	4	6.543321
40	5	3	4.7112050000000005
39	5	2	4.969618
38	5	1	6.367955
37	4	9	1.736678
36	4	8	3.291581
35	4	7	-0.5901029999999999
34	4	6	1.717139
33	4	5	13.171254999999999
32	4	4	2.856884
31	4	3	5.159383
30	4	2	2.211811000000001
29	4	1	-19.880632000000002
28	3	10	-1.161645
27	3	9	11.157392999999999
26	3	8	1.474558
25	3	7	5.237933
24	3	6	2.064141
23	3	5	-0.50121
22	3	4	2.38007
21	3	3	-0.076239
20	3	2	2.4215
19	3	1	5.196294
18	2	13	0.5032760000000001
17	2	12	-1.027743
16	2	11	-0.867078
15	2	10	-0.762404
14	2	9	-0.981079
13	2	8	-2.586116
12	2	7	-2.6051849999999996
11	2	6	-2.537425
10	2	5	-2.505519
9	2	4	-3.072392
8	2	3	-3.175884
7	2	2	-4.604149
6	2	1	-4.722062
5	1	6	-3.7855779999999997
4	1	5	-2.244468
3	1	4	-2.810339
2	1	3	-7.044588
1	1	2	-6.859273
0	1	1	-8.156535
