	k	i	s
90	10	6	1.533001
89	10	5	-3.713675
88	10	4	-4.011056
87	10	3	0.802819
86	10	2	0.597974
85	10	1	-10.695086
84	9	9	-3.1265009999999998
83	9	8	-0.349512
82	9	7	-0.983792
81	9	6	-4.133167
80	9	5	-3.558811
79	9	4	-0.521692
78	9	3	-0.198214
77	9	2	-9.766796
76	9	1	-7.5852
75	8	7	-6.911227
74	8	6	0.9203040000000001
73	8	5	-2.123321
72	8	4	-2.192221
71	8	3	-0.6440899999999999
70	8	2	-1.280059
69	8	1	-4.838030000000001
68	7	9	0.679833
67	7	8	2.0508599999999997
66	7	7	1.268249
65	7	6	-0.287594
64	7	5	0.7916529999999999
63	7	4	0.035955
62	7	3	-0.840829
61	7	2	-1.0168139999999999
60	7	1	-3.5055980000000004
59	6	8	3.4540629999999997
58	6	7	3.9970760000000003
57	6	6	5.903111
56	6	5	2.7750310000000002
55	6	4	1.510997
54	6	3	0.439629
53	6	2	-1.4550049999999999
52	6	1	-4.301394
51	5	14	6.341345
50	5	13	10.003578999999998
49	5	12	2.109328
48	5	11	5.247871
47	5	10	6.622133
46	5	9	11.085355
45	5	8	9.295356
44	5	7	9.253339
43	5	6	9.060975
42	5	5	7.83549
41	5	4	9.051164
40	5	3	12.023359
39	5	2	15.138839999999998
38	5	1	9.445898
37	4	9	14.979845000000001
36	4	8	3.006084
35	4	7	23.186346
34	4	6	25.177753
33	4	5	27.671473
32	4	4	25.432406999999998
31	4	3	25.38571
30	4	2	3.527226
29	4	1	2.619723
28	3	10	-4.223396
27	3	9	18.941372
26	3	8	2.346016
25	3	7	21.604129999999998
24	3	6	3.37954
23	3	5	2.92644
22	3	4	1.4044510000000001
21	3	3	1.507542
20	3	2	0.729826
19	3	1	-0.559654
18	2	13	-3.6698120000000003
17	2	12	-4.918429
16	2	11	-5.460983000000001
15	2	10	-4.3412180000000005
14	2	9	-4.78515
13	2	8	-4.845751
12	2	7	-5.093479
11	2	6	-5.777506
10	2	5	-6.1166599999999995
9	2	4	-5.972512999999999
8	2	3	-5.898678
7	2	2	-6.041316
6	2	1	-5.881768
5	1	6	-2.202253
4	1	5	-5.17023
3	1	4	-8.569423
2	1	3	-7.2500350000000005
1	1	2	-8.006824
0	1	1	-19.064106
