	k	i	s
90	10	6	-0.431465
89	10	5	-0.5873189999999999
88	10	4	-0.741805
87	10	3	-1.182321
86	10	2	-0.652351
85	10	1	-0.613159
84	9	9	-1.328797
83	9	8	-3.173474
82	9	7	-2.805243
81	9	6	-3.508522
80	9	5	-3.6743550000000003
79	9	4	-2.48977
78	9	3	-1.9857040000000001
77	9	2	-2.442086
76	9	1	-1.144592
75	8	7	-0.435659
74	8	6	1.389845
73	8	5	1.596169
72	8	4	4.148528
71	8	3	3.958042
70	8	2	0.7014050000000001
69	8	1	0.689354
68	7	9	-0.39272199999999996
67	7	8	-0.30425399999999997
66	7	7	-0.353537
65	7	6	-1.9084169999999998
64	7	5	-2.222266
63	7	4	-0.5688449999999999
62	7	3	-0.09375900000000001
61	7	2	-3.843288
60	7	1	-1.605533
59	6	8	-6.252701999999999
58	6	7	-3.055619
57	6	6	-0.8400139999999999
56	6	5	-1.674489
55	6	4	0.81209
54	6	3	-0.696926
53	6	2	-0.34122800000000003
52	6	1	-0.18598800000000001
51	5	14	1.9510439999999998
50	5	13	2.3778650000000003
49	5	12	2.739234
48	5	11	9.610594
47	5	10	8.792879000000001
46	5	9	8.602238
45	5	8	7.376232
44	5	7	6.059735
43	5	6	8.893495000000001
42	5	5	13.351631000000001
41	5	4	17.046326
40	5	3	22.732331000000002
39	5	2	6.01158
38	5	1	6.220562
37	4	9	2.171813
36	4	8	3.566006
35	4	7	4.484622
34	4	6	23.978493
33	4	5	8.227949
32	4	4	9.271374
31	4	3	15.177349000000001
30	4	2	-2.6487130000000003
29	4	1	6.168252
28	3	10	0.7365270000000002
27	3	9	22.686203
26	3	8	2.572595
25	3	7	35.13403
24	3	6	-1.499366
23	3	5	-0.336005
22	3	4	0.8178890000000001
21	3	3	1.21413
20	3	2	0.244477
19	3	1	-1.218927
18	2	13	-0.749054
17	2	12	-1.4262
16	2	11	-1.82932
15	2	10	-1.5776540000000001
14	2	9	-1.915527
13	2	8	-0.9071299999999999
12	2	7	-1.17377
11	2	6	-1.763521
10	2	5	-1.851834
9	2	4	-2.689289
8	2	3	-2.34459
7	2	2	-2.50465
6	2	1	-2.438724
5	1	6	-2.854588
4	1	5	-3.4393800000000003
3	1	4	-5.016598999999999
2	1	3	-4.494789
1	1	2	-4.952491
0	1	1	-6.32231
