	k	i	s
90	10	6	-1.337278
89	10	5	-1.58481
88	10	4	-2.653993
87	10	3	-0.503966
86	10	2	-1.0142200000000001
85	10	1	-6.474125
84	9	9	-0.929398
83	9	8	0.028364999999999998
82	9	7	-1.9238520000000001
81	9	6	-1.3704379999999998
80	9	5	0.368546
79	9	4	0.439479
78	9	3	-2.086936
77	9	2	-1.649072
76	9	1	-4.055578
75	8	7	-2.7649169999999996
74	8	6	-1.554567
73	8	5	-1.583887
72	8	4	-3.258914
71	8	3	-4.654432
70	8	2	-3.202265
69	8	1	-3.546975
68	7	9	2.447924
67	7	8	-1.448288
66	7	7	0.516386
65	7	6	-0.5059140000000001
64	7	5	-1.56861
63	7	4	-2.437268
62	7	3	0.307143
61	7	2	0.389253
60	7	1	-5.915017
59	6	8	7.208375
58	6	7	8.944476
57	6	6	12.561383
56	6	5	6.924871
55	6	4	10.118758999999999
54	6	3	7.572692999999999
53	6	2	2.638843
52	6	1	-2.638952
51	5	14	-1.184817
50	5	13	-0.545248
49	5	12	-1.9267880000000002
48	5	11	-3.5705669999999996
47	5	10	-0.3227399999999999
46	5	9	3.076707
45	5	8	7.884533
44	5	7	11.666879999999999
43	5	6	12.431990000000003
42	5	5	10.911214999999999
41	5	4	7.719202
40	5	3	10.158039000000002
39	5	2	14.19714
38	5	1	7.964902
37	4	9	20.820197
36	4	8	14.309859
35	4	7	15.52227
34	4	6	15.608594
33	4	5	24.93649
32	4	4	6.909916
31	4	3	17.142597
30	4	2	1.6483110000000005
29	4	1	-8.805575
28	3	10	3.772977
27	3	9	22.942427
26	3	8	-3.028051
25	3	7	22.273239
24	3	6	-1.127254
23	3	5	-1.492853
22	3	4	-1.9420080000000002
21	3	3	-2.227859
20	3	2	0.6465069999999999
19	3	1	-2.758596
18	2	13	-2.905242
17	2	12	-2.1838290000000002
16	2	11	-2.514079
15	2	10	-1.8776709999999999
14	2	9	-2.248784
13	2	8	-0.721418
12	2	7	-1.005786
11	2	6	-2.405332
10	2	5	-2.64324
9	2	4	-3.3847099999999997
8	2	3	-3.759327
7	2	2	-2.570827
6	2	1	-3.213192
5	1	6	-2.073998
4	1	5	-2.465291
3	1	4	-3.231919
2	1	3	-3.6573010000000004
1	1	2	-4.219148000000001
0	1	1	-6.679749
