	k	i	s
76	10	6	2.990566
75	10	5	5.577009
74	10	4	4.335934
73	10	3	6.200436000000001
72	10	2	6.122817
71	10	1	4.130075
70	9	9	0.014921
69	9	8	0.126416
68	9	7	-0.11116600000000001
67	9	6	-0.21808400000000003
66	9	5	1.452755
65	9	4	2.383171
64	9	3	7.680771999999999
63	9	2	7.577057
62	9	1	2.051634
61	8	7	4.717326
60	8	6	1.826307
59	8	5	1.651759
58	8	4	2.54598
57	8	3	3.885135
56	8	2	8.175134
55	8	1	2.363839
54	7	9	10.011978
53	7	8	11.620449
52	7	7	8.23139
51	7	6	5.950374
50	7	5	15.713120000000002
49	7	4	8.709964999999999
48	7	3	22.196702999999996
47	7	2	5.729767999999999
46	7	1	-0.49774799999999997
45	6	8	11.6847
44	6	7	7.888808999999999
43	6	6	1.9933029999999998
42	6	5	11.445942
41	6	4	5.651769
40	6	3	4.188471
39	6	2	5.077134
38	6	1	3.794125
37	5	14	3.3925160000000005
36	5	13	0.195442
35	5	12	0.393065
34	5	11	1.476161
33	5	10	1.3174
32	5	9	1.9857049999999998
31	5	8	1.8251560000000002
30	5	7	3.355463
29	5	6	3.3384970000000003
28	5	5	4.579002
27	5	4	4.57379
26	5	3	4.069261
25	5	2	4.2083010000000005
24	5	1	6.074282
23	4	9	2.658214
22	4	8	3.217556
21	4	7	10.195998
20	4	6	10.37021
19	4	5	38.897264
18	4	4	9.893189
17	4	3	25.725845
16	4	2	2.1844189999999997
15	4	1	3.165367
14	3	10	-1.6432740000000001
13	3	9	-3.3409839999999997
12	3	8	-0.15733699999999998
11	3	7	-5.256431
10	3	6	5.0397110000000005
9	3	5	8.725247999999999
8	3	4	14.003301
7	3	3	4.87894
6	3	2	-2.548623
5	3	1	-6.258933
4	2	13	-10.826932
3	2	12	-22.837812
2	2	1	-16.283766
1	1	6	3.9244830000000004
0	1	1	-12.250316
