	k	i	s
90	10	6	0.343072
89	10	5	3.61659
88	10	4	0.33060900000000004
87	10	3	0.477815
86	10	2	1.115526
85	10	1	1.256507
84	9	9	0.5366850000000001
83	9	8	-0.34339200000000003
82	9	7	-0.089063
81	9	6	0.132187
80	9	5	-0.21421500000000002
79	9	4	0.8027529999999999
78	9	3	1.9948689999999998
77	9	2	2.156375
76	9	1	-3.192154
75	8	7	2.2576929999999997
74	8	6	0.6088859999999999
73	8	5	1.149324
72	8	4	1.8187470000000001
71	8	3	8.060509999999999
70	8	2	7.8135069999999995
69	8	1	7.976069
68	7	9	3.447182
67	7	8	1.732675
66	7	7	2.248883
65	7	6	0.6981069999999999
64	7	5	2.611103
63	7	4	7.073835
62	7	3	15.302018
61	7	2	9.859217
60	7	1	-0.269794
59	6	8	17.139604
58	6	7	10.508028
57	6	6	17.013029
56	6	5	5.112147
55	6	4	3.7073139999999998
54	6	3	5.125441
53	6	2	1.8975
52	6	1	-1.734648
51	5	14	-0.17965
50	5	13	1.1556
49	5	12	2.7337580000000004
48	5	11	-0.196752
47	5	10	0.028857999999999998
46	5	9	-0.256265
45	5	8	0.759835
44	5	7	1.164507
43	5	6	0.8688040000000001
42	5	5	0.8257200000000001
41	5	4	1.53166
40	5	3	1.596317
39	5	2	1.41133
38	5	1	1.353816
37	4	9	1.121742
36	4	8	1.350063
35	4	7	6.151572
34	4	6	12.286911
33	4	5	8.211232
32	4	4	14.773055
31	4	3	22.293802
30	4	2	5.361904000000001
29	4	1	-32.369811999999996
28	3	10	2.334359
27	3	9	19.776386
26	3	8	3.5168120000000003
25	3	7	-3.4008599999999998
24	3	6	6.267889
23	3	5	4.874207
22	3	4	3.661853
21	3	3	4.257037
20	3	2	5.48006
19	3	1	5.028049
18	2	13	-0.9653129999999999
17	2	12	-1.800111
16	2	11	-1.57338
15	2	10	-1.456653
14	2	9	-1.917425
13	2	8	-4.723507
12	2	7	-4.754404
11	2	6	-3.49776
10	2	5	-3.480746
9	2	4	-4.1021220000000005
8	2	3	-3.738429
7	2	2	-4.996642
6	2	1	-4.853407
5	1	6	0.399698
4	1	5	-5.192253
3	1	4	-8.492796
2	1	3	-3.027521
1	1	2	0.630612
0	1	1	-21.028284
