	k	i	s
90	10	6	2.163147
89	10	5	1.6673
88	10	4	2.503376
87	10	3	2.259715
86	10	2	0.5479350000000001
85	10	1	0.63476
84	9	9	-0.41670100000000004
83	9	8	-0.616308
82	9	7	-2.5913779999999997
81	9	6	-1.244699
80	9	5	0.016019
79	9	4	0.851627
78	9	3	-1.283677
77	9	2	2.043727
76	9	1	-1.2419120000000001
75	8	7	1.7022380000000001
74	8	6	1.022938
73	8	5	0.43690100000000004
72	8	4	1.1761
71	8	3	5.184507999999999
70	8	2	3.373277
69	8	1	1.8581889999999999
68	7	9	0.324046
67	7	8	0.24531599999999998
66	7	7	2.19475
65	7	6	3.806482
64	7	5	2.479197
63	7	4	2.2424169999999997
62	7	3	19.776291
61	7	2	14.731152999999999
60	7	1	1.160099
59	6	8	9.99119
58	6	7	10.322227
57	6	6	8.041350999999999
56	6	5	8.504544000000001
55	6	4	5.808771
54	6	3	3.020856
53	6	2	1.504427
52	6	1	-1.057533
51	5	14	0.33467600000000003
50	5	13	1.087727
49	5	12	1.741178
48	5	11	0.642031
47	5	10	0.696577
46	5	9	2.041486
45	5	8	1.961715
44	5	7	1.285722
43	5	6	1.408588
42	5	5	2.348177
41	5	4	2.407624
40	5	3	1.226293
39	5	2	1.341159
38	5	1	0.086672
37	4	9	3.151734
36	4	8	5.667049
35	4	7	5.28481
34	4	6	3.8610580000000003
33	4	5	9.709174
32	4	4	3.478509
31	4	3	-9.239460000000001
30	4	2	-0.46706499999999995
29	4	1	-23.661607999999998
28	3	10	4.604304
27	3	9	-2.569493
26	3	8	-3.6058339999999998
25	3	7	-1.3379579999999998
24	3	6	-2.6823360000000003
23	3	5	25.234364
22	3	4	13.113320000000002
21	3	3	18.176434
20	3	2	5.706180000000001
19	3	1	5.117192
18	2	13	-0.491221
17	2	12	-1.3297219999999998
16	2	11	-1.930564
15	2	10	-1.721648
14	2	9	-2.014611
13	2	8	-3.124997
12	2	7	-3.2738560000000003
11	2	6	-2.995689
10	2	5	-2.993945
9	2	4	-3.077037
8	2	3	-2.727639
7	2	2	-3.9896540000000003
6	2	1	-3.497147
5	1	6	2.4378830000000002
4	1	5	0.6726270000000001
3	1	4	0.707009
2	1	3	-1.207011
1	1	2	5.099753
0	1	1	-1.835305
