	k	i	s
90	10	6	5.845724000000001
89	10	5	3.5532150000000002
88	10	4	9.751836
87	10	3	5.97259
86	10	2	2.951387
85	10	1	1.589012
84	9	9	0.30348200000000003
83	9	8	-1.9644720000000002
82	9	7	-1.7686959999999998
81	9	6	-0.57334
80	9	5	-0.045131
79	9	4	-1.701844
78	9	3	1.6427690000000001
77	9	2	0.562187
76	9	1	1.4385370000000002
75	8	7	0.9565959999999999
74	8	6	-1.154871
73	8	5	1.976777
72	8	4	5.3969249999999995
71	8	3	8.347069999999999
70	8	2	4.130671
69	8	1	0.469449
68	7	9	0.673227
67	7	8	4.597486
66	7	7	1.231916
65	7	6	10.711345
64	7	5	4.109478
63	7	4	10.499885
62	7	3	36.350544
61	7	2	21.108374
60	7	1	-1.410909
59	6	8	0.5532940000000002
58	6	7	1.760779
57	6	6	8.685048
56	6	5	27.024206
55	6	4	13.206074
54	6	3	15.700582
53	6	2	21.586718
52	6	1	7.912155
51	5	14	3.1714290000000003
50	5	13	3.7270269999999996
49	5	12	3.7875010000000002
48	5	11	5.66063
47	5	10	5.837729
46	5	9	4.746980000000001
45	5	8	4.74665
44	5	7	4.470134
43	5	6	4.43045
42	5	5	3.153543
41	5	4	3.3326849999999997
40	5	3	4.912512
39	5	2	4.893418
38	5	1	8.200085000000001
37	4	9	0.359163
36	4	8	1.490542
35	4	7	-8.37851
34	4	6	-8.660913
33	4	5	2.879388
32	4	4	-1.4562540000000002
31	4	3	30.793872999999998
30	4	2	-2.610734
29	4	1	-15.390371
28	3	10	1.511374
27	3	9	37.549007
26	3	8	9.087449000000001
25	3	7	21.721767
24	3	6	10.128707
23	3	5	1.7038330000000002
22	3	4	3.7811239999999997
21	3	3	5.715565
20	3	2	6.956769
19	3	1	11.229586999999999
18	2	13	-1.524701
17	2	12	-1.632517
16	2	11	-1.212885
15	2	10	-2.817177
14	2	9	-2.909206
13	2	8	-2.9918299999999998
12	2	7	-2.988315
11	2	6	-2.764123
10	2	5	-3.669917
9	2	4	-3.285836
8	2	3	-5.782337
7	2	2	-5.4633709999999995
6	2	1	-12.364842999999999
5	1	6	0.690674
4	1	5	2.042567
3	1	4	-3.103375
2	1	3	-2.512505
1	1	2	10.024461
0	1	1	-4.239532
