	k	i	s
90	10	6	-0.018197
89	10	5	-0.0788
88	10	4	0.300184
87	10	3	-0.217759
86	10	2	-0.49676899999999996
85	10	1	-0.827166
84	9	9	1.457327
83	9	8	3.101008
82	9	7	2.763713
81	9	6	-2.466207
80	9	5	-2.487259
79	9	4	1.266399
78	9	3	2.43328
77	9	2	0.381423
76	9	1	0.668553
75	8	7	0.25300900000000004
74	8	6	-0.609575
73	8	5	-0.031758
72	8	4	0.149584
71	8	3	-0.407896
70	8	2	-0.430228
69	8	1	-0.39661199999999996
68	7	9	0.46652
67	7	8	2.855442
66	7	7	2.747799
65	7	6	-1.611566
64	7	5	-2.1385330000000002
63	7	4	-0.379237
62	7	3	-2.011071
61	7	2	-3.5399540000000003
60	7	1	-3.652942
59	6	8	0.494129
58	6	7	3.700052
57	6	6	2.602007
56	6	5	-0.06905599999999999
55	6	4	-0.050349
54	6	3	2.657775
53	6	2	3.522214
52	6	1	-3.3905220000000003
51	5	14	-0.6952510000000001
50	5	13	0.290444
49	5	12	-0.40360799999999997
48	5	11	0.01042
47	5	10	1.1323889999999999
46	5	9	1.136773
45	5	8	2.671547
44	5	7	0.589626
43	5	6	0.20294600000000002
42	5	5	-3.3419800000000004
41	5	4	-4.259524
40	5	3	-2.5301099999999996
39	5	2	1.2751890000000001
38	5	1	0.313819
37	4	9	9.766268
36	4	8	7.745862000000001
35	4	7	8.478971000000001
34	4	6	21.587513
33	4	5	19.443445
32	4	4	19.677723
31	4	3	14.896873000000001
30	4	2	17.773067
29	4	1	17.032703
28	3	10	6.067031
27	3	9	10.435041
26	3	8	2.5308900000000003
25	3	7	16.662743
24	3	6	4.60931
23	3	5	2.216242
22	3	4	2.1359060000000003
21	3	3	-0.297033
20	3	2	1.60859
19	3	1	0.35239000000000004
18	2	13	0.72329
17	2	12	-0.8520469999999999
16	2	11	-1.3045
15	2	10	-1.037554
14	2	9	-1.762777
13	2	8	-1.819806
12	2	7	-2.252683
11	2	6	-2.729407
10	2	5	-2.923423
9	2	4	-3.213
8	2	3	-3.3823230000000004
7	2	2	-2.028736
6	2	1	-1.7743509999999998
5	1	6	-2.4137049999999998
4	1	5	-1.6791900000000002
3	1	4	-2.6291450000000003
2	1	3	-9.227125
1	1	2	-3.162586
0	1	1	-1.609761
