	k	i	s
90	10	6	-1.013858
89	10	5	0.631783
88	10	4	0.5474859999999999
87	10	3	-1.5426540000000002
86	10	2	-1.829578
85	10	1	-1.283505
84	9	9	-1.5961040000000002
83	9	8	-1.110377
82	9	7	-3.6752540000000002
81	9	6	-1.144681
80	9	5	0.819258
79	9	4	-0.369001
78	9	3	-1.022089
77	9	2	-1.344354
76	9	1	0.9086040000000001
75	8	7	1.827214
74	8	6	-0.441746
73	8	5	-0.41031000000000006
72	8	4	7.001904
71	8	3	6.6598120000000005
70	8	2	6.760758
69	8	1	2.927498
68	7	9	1.423145
67	7	8	5.4893730000000005
66	7	7	0.021322999999999998
65	7	6	-0.090181
64	7	5	5.3381300000000005
63	7	4	7.329508000000001
62	7	3	11.226114
61	7	2	16.436429999999998
60	7	1	14.000867000000001
59	6	8	13.93619
58	6	7	16.053632999999998
57	6	6	19.58478
56	6	5	13.869967
55	6	4	14.795588
54	6	3	15.439788
53	6	2	7.240114999999999
52	6	1	5.871417
51	5	14	0.11558800000000001
50	5	13	0.848181
49	5	12	1.202042
48	5	11	1.2562
47	5	10	1.419849
46	5	9	1.632544
45	5	8	1.73517
44	5	7	2.6873270000000002
43	5	6	2.763217
42	5	5	2.613501
41	5	4	2.624323
40	5	3	2.523772
39	5	2	2.682607
38	5	1	1.5021129999999998
37	4	9	1.33768
36	4	8	1.890812
35	4	7	4.862856
34	4	6	6.7565729999999995
33	4	5	10.124713999999999
32	4	4	9.12071
31	4	3	6.585502
30	4	2	-1.795431
29	4	1	-7.135044000000001
28	3	10	-0.909293
27	3	9	7.171746000000001
26	3	8	6.406745
25	3	7	6.024098
24	3	6	7.037561
23	3	5	8.164382000000002
22	3	4	9.442225
21	3	3	11.429076
20	3	2	8.421394
19	3	1	8.126352
18	2	13	-0.388365
17	2	12	-1.014192
16	2	11	-0.701439
15	2	10	-2.181816
14	2	9	-3.250832
13	2	8	-2.986053
12	2	7	-2.568364
11	2	6	-2.266096
10	2	5	-3.6592339999999997
9	2	4	-3.55605
8	2	3	-6.053555
7	2	2	-5.720209
6	2	1	-12.996494
5	1	6	1.6861099999999998
4	1	5	0.15336
3	1	4	2.1652840000000007
2	1	3	-4.946852
1	1	2	4.220852
0	1	1	-10.65104
