	k	i	s
90	10	6	2.524701
89	10	5	1.3423120000000002
88	10	4	-0.025119
87	10	3	1.3407280000000001
86	10	2	-4.55105
85	10	1	-4.215123999999999
84	9	9	-4.547926
83	9	8	-0.956857
82	9	7	-0.924048
81	9	6	-4.0147639999999996
80	9	5	-0.09358999999999999
79	9	4	-6.561698
78	9	3	-2.685085
77	9	2	-2.956483
76	9	1	-2.667383
75	8	7	-1.014446
74	8	6	1.7639
73	8	5	1.7785939999999998
72	8	4	4.160429
71	8	3	7.903601999999999
70	8	2	4.403751
69	8	1	1.172605
68	7	9	-0.24194699999999997
67	7	8	-1.3256780000000001
66	7	7	-1.627259
65	7	6	-0.717383
64	7	5	0.19751
63	7	4	3.873422
62	7	3	11.656087
61	7	2	20.551129000000003
60	7	1	9.299521
59	6	8	19.828540000000004
58	6	7	10.455285
57	6	6	4.546932
56	6	5	5.04643
55	6	4	12.489158
54	6	3	6.87637
53	6	2	4.059389
52	6	1	3.45455
51	5	14	-0.923176
50	5	13	-0.633822
49	5	12	-0.238943
48	5	11	-1.36309
47	5	10	-1.188635
46	5	9	0.502216
45	5	8	0.681512
44	5	7	0.9106790000000001
43	5	6	1.07954
42	5	5	1.5377610000000002
41	5	4	1.683715
40	5	3	2.123196
39	5	2	2.199343
38	5	1	0.389756
37	4	9	0.5352279999999999
36	4	8	0.800294
35	4	7	6.000732
34	4	6	8.508083000000001
33	4	5	6.175414
32	4	4	7.049253
31	4	3	-4.310025
30	4	2	1.111789
29	4	1	-20.091614
28	3	10	2.2992529999999998
27	3	9	-0.692325
26	3	8	-0.774455
25	3	7	-10.618962
24	3	6	-4.516535
23	3	5	8.751989
22	3	4	19.158779000000003
21	3	3	5.796130000000001
20	3	2	5.274817
19	3	1	3.185124
18	2	13	1.505774
17	2	12	2.233586
16	2	11	1.730695
15	2	10	-1.595893
14	2	9	-1.894839
13	2	8	-0.036483
12	2	7	-0.093861
11	2	6	1.096538
10	2	5	1.468705
9	2	4	2.165668
8	2	3	2.8181119999999997
7	2	2	2.046307
6	2	1	3.049989
5	1	6	1.356251
4	1	5	4.722792
3	1	4	6.925344
2	1	3	7.889025999999999
1	1	2	19.872807
0	1	1	4.303126
