	k	i	s
90	10	6	-1.437737
89	10	5	-1.7900029999999998
88	10	4	-5.174611
87	10	3	-4.835898
86	10	2	-2.631982
85	10	1	-2.48743
84	9	9	-2.543513
83	9	8	-4.60568
82	9	7	-4.062308
81	9	6	-2.850943
80	9	5	-2.9792810000000003
79	9	4	-4.083457
78	9	3	-3.361017
77	9	2	-6.827106
76	9	1	-2.5525
75	8	7	-1.419624
74	8	6	-0.049744
73	8	5	2.189252
72	8	4	5.917528
71	8	3	-1.775408
70	8	2	2.0054
69	8	1	2.1858619999999997
68	7	9	-0.739594
67	7	8	0.220067
66	7	7	0.110345
65	7	6	-0.562613
64	7	5	-0.504946
63	7	4	-1.395802
62	7	3	-1.668179
61	7	2	-0.46663000000000004
60	7	1	-0.36895300000000003
59	6	8	0.529412
58	6	7	11.313705
57	6	6	9.420167
56	6	5	5.2894879999999995
55	6	4	7.411105
54	6	3	17.362973999999998
53	6	2	3.948497
52	6	1	3.782516
51	5	14	-0.60761
50	5	13	-1.3884100000000001
49	5	12	-1.093005
48	5	11	0.40921199999999996
47	5	10	0.814303
46	5	9	-0.8938659999999999
45	5	8	-0.668154
44	5	7	-0.426171
43	5	6	-0.304554
42	5	5	-2.333053
41	5	4	-4.141122
40	5	3	-1.8064559999999998
39	5	2	1.580689
38	5	1	1.184756
37	4	9	8.093813
36	4	8	2.4456729999999998
35	4	7	9.56593
34	4	6	9.110469
33	4	5	11.741461
32	4	4	17.650316
31	4	3	14.607332000000001
30	4	2	8.135346
29	4	1	-25.561966
28	3	10	4.533752
27	3	9	10.122688
26	3	8	12.703375
25	3	7	9.562263
24	3	6	0.7933979999999999
23	3	5	-1.181495
22	3	4	0.063725
21	3	3	-0.241475
20	3	2	-2.6793310000000004
19	3	1	-1.9034919999999997
18	2	13	-3.035171
17	2	12	-2.780914
16	2	11	-3.005413
15	2	10	-3.3736599999999997
14	2	9	-3.418421
13	2	8	-3.8121959999999997
12	2	7	-4.098421
11	2	6	-5.20749
10	2	5	-5.148712000000001
9	2	4	-5.412757
8	2	3	-5.528582
7	2	2	-4.747013
6	2	1	-5.423951000000001
5	1	6	-5.1349860000000005
4	1	5	-6.535837
3	1	4	-8.797974
2	1	3	-10.301394
1	1	2	-7.620462
0	1	1	-14.239703
