	k	i	s
90	10	6	-0.461424
89	10	5	-0.48847399999999996
88	10	4	-1.643964
87	10	3	-1.181999
86	10	2	-1.007019
85	10	1	-0.700653
84	9	9	-1.072734
83	9	8	-0.6505489999999999
82	9	7	-0.34471
81	9	6	-1.038001
80	9	5	-0.389491
79	9	4	-0.062687
78	9	3	-0.13613599999999998
77	9	2	-0.284627
76	9	1	-1.680365
75	8	7	-1.139516
74	8	6	-1.223355
73	8	5	-0.903066
72	8	4	-0.6540819999999999
71	8	3	-1.149723
70	8	2	-5.957813
69	8	1	-6.694742
68	7	9	-0.7998279999999999
67	7	8	-2.321563
66	7	7	-1.065222
65	7	6	2.531151
64	7	5	4.159992
63	7	4	2.477728
62	7	3	23.95798
61	7	2	24.208057
60	7	1	0.6035229999999999
59	6	8	15.988007000000001
58	6	7	7.136211
57	6	6	6.457848
56	6	5	7.346775
55	6	4	2.193038
54	6	3	2.0821650000000003
53	6	2	-2.828794
52	6	1	-3.189395
51	5	14	4.363556
50	5	13	0.19426400000000002
49	5	12	2.523787
48	5	11	2.8163650000000002
47	5	10	3.593096
46	5	9	2.841789
45	5	8	3.247144
44	5	7	3.19308
43	5	6	3.7960519999999995
42	5	5	4.034365
41	5	4	4.311293
40	5	3	4.52729
39	5	2	1.398321
38	5	1	2.108941
37	4	9	1.696647
36	4	8	2.317567
35	4	7	8.784435
34	4	6	0.259409
33	4	5	13.092961
32	4	4	29.846303999999996
31	4	3	0.154159
30	4	2	11.202636
29	4	1	13.994919
28	3	10	3.078063
27	3	9	-12.478810000000001
26	3	8	-3.086736
25	3	7	3.9597870000000004
24	3	6	1.6571630000000002
23	3	5	4.837703
22	3	4	8.321883
21	3	3	7.516361999999999
20	3	2	6.790814
19	3	1	6.849933999999999
18	2	13	-0.5046579999999999
17	2	12	-2.24484
16	2	11	-2.330228
15	2	10	-1.567749
14	2	9	-2.176195
13	2	8	-3.1478650000000004
12	2	7	-3.3333800000000005
11	2	6	-3.338246
10	2	5	-3.427601
9	2	4	-4.944215
8	2	3	-4.85674
7	2	2	-3.801189
6	2	1	-3.908037
5	1	6	-0.108548
4	1	5	0.261292
3	1	4	2.802213
2	1	3	-2.510573
1	1	2	3.7364129999999998
0	1	1	-3.4146629999999996
