	k	i	s
90	10	6	-0.830043
89	10	5	-0.130608
88	10	4	-0.696562
87	10	3	-0.732329
86	10	2	-1.228345
85	10	1	-2.500552
84	9	9	-2.305255
83	9	8	-1.923603
82	9	7	-1.533676
81	9	6	-1.7788560000000002
80	9	5	-1.4163459999999999
79	9	4	-1.215732
78	9	3	-0.444488
77	9	2	4.805011
76	9	1	1.4664549999999998
75	8	7	9.011914
74	8	6	1.397885
73	8	5	2.045259
72	8	4	4.878801
71	8	3	2.950735
70	8	2	1.3716780000000002
69	8	1	0.906956
68	7	9	-0.316681
67	7	8	1.301315
66	7	7	1.785094
65	7	6	-1.705341
64	7	5	4.996449
63	7	4	3.7450019999999995
62	7	3	17.780438
61	7	2	5.6402399999999995
60	7	1	6.272819
59	6	8	5.471286
58	6	7	22.443528
57	6	6	6.1470400000000005
56	6	5	5.320382
55	6	4	1.2847110000000002
54	6	3	0.628233
53	6	2	-2.185142
52	6	1	0.25809699999999997
51	5	14	0.8280639999999999
50	5	13	1.025755
49	5	12	1.763637
48	5	11	2.6105389999999997
47	5	10	3.842944
46	5	9	3.274108
45	5	8	2.1934970000000003
44	5	7	2.172659
43	5	6	3.014598
42	5	5	2.9842
41	5	4	4.3935699999999995
40	5	3	4.509113
39	5	2	2.4093459999999998
38	5	1	2.622421
37	4	9	3.354393
36	4	8	5.545905
35	4	7	11.22358
34	4	6	6.6795279999999995
33	4	5	13.113029999999998
32	4	4	12.260109
31	4	3	11.470968
30	4	2	9.971461999999999
29	4	1	5.157030000000001
28	3	10	1.105113
27	3	9	-1.766329
26	3	8	-5.097772
25	3	7	1.592763
24	3	6	4.869416
23	3	5	8.920879
22	3	4	13.592920000000001
21	3	3	5.071251999999999
20	3	2	3.3502949999999996
19	3	1	8.465133
18	2	13	-0.23463
17	2	12	-2.3603959999999997
16	2	11	-2.006565
15	2	10	-1.769565
14	2	9	-1.9785099999999998
13	2	8	-2.4529240000000003
12	2	7	-2.6362959999999998
11	2	6	-2.880569
10	2	5	-3.756236
9	2	4	-4.1113
8	2	3	-3.6006139999999998
7	2	2	-3.7699830000000003
6	2	1	-6.746067999999999
5	1	6	-2.799344
4	1	5	-1.076135
3	1	4	4.5671
2	1	3	5.588782
1	1	2	10.202019
0	1	1	-19.194408
