	k	i	s
90	10	6	6.029537
89	10	5	3.8029580000000003
88	10	4	9.248666
87	10	3	5.869656
86	10	2	2.889109
85	10	1	1.6012819999999999
84	9	9	0.400841
83	9	8	-1.99299
82	9	7	-1.796242
81	9	6	-0.5828
80	9	5	-0.059463999999999996
79	9	4	-1.5404689999999999
78	9	3	1.828299
77	9	2	0.79287
76	9	1	1.477581
75	8	7	0.9540379999999999
74	8	6	-1.383994
73	8	5	1.876254
72	8	4	5.71908
71	8	3	8.294851
70	8	2	4.28053
69	8	1	0.5347189999999999
68	7	9	0.789323
67	7	8	5.090931
66	7	7	1.4755719999999999
65	7	6	11.070206
64	7	5	4.026961
63	7	4	10.653807
62	7	3	35.896486
61	7	2	20.803168
60	7	1	-1.450299
59	6	8	0.9433329999999991
58	6	7	1.9396890000000002
57	6	6	8.566428
56	6	5	27.14998
55	6	4	13.360443
54	6	3	15.719420000000001
53	6	2	21.787828
52	6	1	8.006743
51	5	14	3.1490080000000003
50	5	13	3.695176
49	5	12	3.740018
48	5	11	5.625936
47	5	10	5.8052470000000005
46	5	9	4.7238620000000004
45	5	8	4.719956
44	5	7	4.449833
43	5	6	4.409294999999999
42	5	5	3.130321
41	5	4	3.3096699999999997
40	5	3	4.885178
39	5	2	4.866687000000001
38	5	1	8.143934
37	4	9	0.331215
36	4	8	1.457142
35	4	7	-8.396164
34	4	6	-8.680646000000001
33	4	5	2.887554
32	4	4	-1.4975319999999999
31	4	3	30.584967
30	4	2	-3.932428
29	4	1	-16.348581
28	3	10	1.632101
27	3	9	37.559792
26	3	8	8.985799
25	3	7	21.841541
24	3	6	10.337161
23	3	5	1.6535950000000001
22	3	4	3.727005
21	3	3	5.866348
20	3	2	7.087317
19	3	1	11.290084
18	2	13	-1.507399
17	2	12	-1.559896
16	2	11	-1.161002
15	2	10	-2.853079
14	2	9	-2.868374
13	2	8	-2.9542080000000004
12	2	7	-2.9664080000000004
11	2	6	-2.737448
10	2	5	-3.6550870000000004
9	2	4	-3.262913
8	2	3	-5.820627
7	2	2	-5.508648
6	2	1	-12.051636
5	1	6	0.629322
4	1	5	2.033953
3	1	4	-3.170268
2	1	3	-2.610776
1	1	2	9.871557000000001
0	1	1	-4.392861
