	k	i	s
90	10	6	0.7596829999999999
89	10	5	2.96773
88	10	4	1.3160310000000002
87	10	3	2.9186
86	10	2	2.292865
85	10	1	1.903355
84	9	9	1.295482
83	9	8	2.0604810000000002
82	9	7	4.342109
81	9	6	2.941218
80	9	5	13.095728
79	9	4	9.308575999999999
78	9	3	3.897334
77	9	2	8.746001
76	9	1	3.06987
75	8	7	2.284309
74	8	6	-1.139945
73	8	5	1.915385
72	8	4	-0.911665
71	8	3	-1.8843779999999999
70	8	2	-3.146571
69	8	1	-3.587167
68	7	9	-1.445677
67	7	8	-1.446026
66	7	7	-1.026724
65	7	6	1.370578
64	7	5	1.686838
63	7	4	2.496607
62	7	3	10.331779
61	7	2	10.888374
60	7	1	0.15818800000000002
59	6	8	3.10946
58	6	7	13.198602
57	6	6	23.600681
56	6	5	7.822096000000001
55	6	4	8.191582
54	6	3	3.5007
53	6	2	2.525934
52	6	1	0.013382
51	5	14	3.871375
50	5	13	6.326618
49	5	12	6.284661
48	5	11	3.5294
47	5	10	3.612426
46	5	9	3.371238
45	5	8	3.23388
44	5	7	5.310447
43	5	6	5.407896
42	5	5	5.065974
41	5	4	5.170864
40	5	3	2.661901
39	5	2	3.002895
38	5	1	6.9511449999999995
37	4	9	2.370589
36	4	8	3.366529
35	4	7	0.650931
34	4	6	3.317732
33	4	5	8.340392
32	4	4	6.280319
31	4	3	29.082468
30	4	2	10.139974
29	4	1	20.488037
28	3	10	1.351437
27	3	9	-1.046667
26	3	8	-6.358353
25	3	7	3.672419
24	3	6	6.377465
23	3	5	5.968454
22	3	4	20.321406
21	3	3	10.091348
20	3	2	8.620871000000001
19	3	1	9.476919
18	2	13	0.24385700000000002
17	2	12	-1.647989
16	2	11	-1.756201
15	2	10	-3.050282
14	2	9	-3.525862
13	2	8	-4.218668
12	2	7	-4.239008999999999
11	2	6	-4.2720709999999995
10	2	5	-4.403845
9	2	4	-4.626858
8	2	3	-4.579322
7	2	2	-5.083663
6	2	1	-4.7848180000000005
5	1	6	-2.621124
4	1	5	2.6189310000000003
3	1	4	6.291693
2	1	3	-16.873924
1	1	2	8.609599000000001
0	1	1	-17.58519
