k	j	i	s	
10	103	6	-0.430451	
10	103	5	-0.442632	
10	102	4	-0.061293	
10	102	3	0.280561	
10	101	2	0.265754	
10	100	1	2.360065	
9	100	9	6.177926	
9	99	8	7.121496	
9	98	7	9.817390	
9	97	6	4.817408	
9	97	5	3.998477	
9	96	4	9.508937	
9	95	4	5.388653	
9	95	3	4.598409	
9	94	2	7.674799	
9	93	2	10.500857	
9	92	1	2.532513	
8	92	7	2.571337	
8	91	7	4.176664	
8	90	6	8.168896	
8	89	5	8.504597	
8	88	4	9.798478	
8	87	4	6.134743	
8	86	3	11.628962	
8	85	3	7.378928	
8	84	2	4.565129	
8	84	1	5.917480	
7	84	9	0.673799	
7	83	8	0.931780	
7	83	7	0.750006	
7	82	6	3.194718	
7	81	6	6.706356	
7	80	5	3.797978	
7	79	5	6.687694	
7	78	4	6.247403	
7	77	3	15.049847	
7	76	2	8.353747	
7	75	2	4.190404	
7	74	1	6.282150	
6	74	8	2.368537	
6	73	8	3.949484	
6	72	7	2.583619	
6	71	7	5.010663	
6	70	6	6.614098	
6	69	6	7.715605	
6	69	5	6.998057	
6	68	4	8.106628	
6	68	3	5.007050	
6	67	2	4.758108	
6	67	1	3.339983	
5	67	14	2.128257	
5	66	13	2.134212	
5	66	12	1.763541	
5	65	11	0.781490	
5	65	10	0.305915	
5	64	9	1.399762	
5	64	8	1.424185	
5	63	7	1.756317	
5	63	6	1.956022	
5	62	5	0.130987	
5	62	4	0.481720	
5	61	3	0.331970	
5	61	2	0.591955	
5	60	1	1.120574	
4	60	9	-0.703403	
4	60	8	-0.793149	
4	59	7	-9.708523	
4	59	6	-9.508400	
4	58	5	-5.394736	
4	58	4	1.514404	
4	57	3	20.837471	
4	56	2	12.327101	
4	55	1	15.245418	
3	55	10	-1.016747	
3	54	9	-10.714705	
3	53	9	16.275791	
3	52	8	2.344206	
3	52	7	-2.483126	
3	51	6	4.207598	
3	51	5	2.680709	
3	50	4	3.184166	
3	50	3	3.620627	
3	49	2	3.952015	
3	49	1	2.922857	
2	49	13	2.381596	
2	48	12	3.620764	
2	48	11	3.977716	
2	47	10	2.937547	
2	47	9	2.938147	
2	46	8	3.554948	
2	46	7	3.834751	
2	45	6	3.286659	
2	45	5	3.615375	
2	44	4	3.289305	
2	44	3	3.357194	
2	43	2	1.392229	
2	43	1	1.428669	
1	43	6	3.843330	
1	42	5	7.431091	
1	42	4	13.775675	
1	41	3	12.310909	
1	40	2	30.264587	
1	39	2	3.125254	
1	38	1	9.932619	
