k	j	i	s	
10	89	6	-1.357448	
10	89	5	-0.885977	
10	88	4	-0.950208	
10	88	3	-0.549627	
10	87	2	1.487121	
10	86	1	-0.302728	
9	86	9	1.455272	
9	85	8	3.930926	
9	84	7	1.670625	
9	83	6	2.613472	
9	83	5	3.163112	
9	82	4	6.684087	
9	81	3	8.209442	
9	80	2	2.849557	
9	79	2	1.615256	
9	79	1	2.546063	
8	79	7	2.497754	
8	78	6	1.031075	
8	77	5	2.276643	
8	76	4	7.023157	
8	75	4	7.317945	
8	74	3	6.022954	
8	73	3	7.388831	
8	72	2	4.312130	
8	71	2	5.615481	
8	70	1	2.769816	
7	70	9	0.504753	
7	69	8	0.848650	
7	69	7	0.730156	
7	68	6	6.026645	
7	67	6	2.792852	
7	66	5	6.993817	
7	65	4	5.158217	
7	64	3	9.487918	
7	63	3	1.782938	
7	62	2	4.077575	
7	62	1	3.305168	
6	62	8	1.771589	
6	61	7	-0.020401	
6	61	6	-1.562776	
6	60	5	-1.394224	
6	60	4	-2.378451	
6	59	3	-3.202248	
6	59	2	-2.600128	
6	58	1	-7.156925	
5	58	14	-3.811484	
5	58	13	-3.505679	
5	57	12	-7.737637	
5	56	11	-3.375001	
5	56	10	-3.379815	
5	55	9	-1.890520	
5	55	8	-2.263312	
5	54	7	-1.790384	
5	54	6	-1.862609	
5	53	5	-1.204852	
5	53	4	-1.262697	
5	52	3	-2.476024	
5	52	2	-2.593468	
5	51	1	-2.812410	
4	51	9	5.474310	
4	50	8	2.470595	
4	49	8	5.496031	
4	48	7	5.593845	
4	47	6	4.753401	
4	46	5	4.601677	
4	45	4	5.549040	
4	44	3	1.014090	
4	43	2	8.069937	
4	42	1	-3.363372	
3	42	10	0.478730	
3	41	10	1.163006	
3	40	9	5.200324	
3	39	9	4.386858	
3	39	8	2.837473	
3	38	7	3.452817	
3	38	6	2.158134	
3	37	5	1.164240	
3	37	4	-2.141081	
3	36	3	1.140051	
3	36	2	-0.361371	
3	35	1	-8.409148	
2	35	13	2.423983	
2	35	12	0.920095	
2	34	11	2.519215	
2	34	10	2.627390	
2	33	9	1.431762	
2	33	8	1.235214	
2	32	7	2.072220	
2	32	6	1.973112	
2	31	5	3.165413	
2	31	4	3.283449	
2	30	3	3.272833	
2	30	2	3.194046	
2	29	1	3.337728	
1	29	6	2.384470	
1	29	5	3.449283	
1	28	4	34.265320	
1	27	3	11.031462	
1	26	2	38.747723	
1	25	2	5.706678	
1	24	1	17.275764	
